HaloId,GrpId,Timestep,NowGroup,HaloMass,TotalParticles,TotalDarkParticles,MassRatio,Prog
21178,28,4,25,35804535852,53076,27353,-1,1
53770,28,5,25,30823122179,45584,23487,-1,1
32390,31,6,25,25442866920,36880,19591,-1,1
33734,38,7,25,20351016372,28996,15732,-1,1
11615,54,8,25,11383074563,16088,8817,2.69630231,1
24203,116,8,25,4221735271,6404,3199,2.69630231,0
78253,59,9,25,9603590003,13784,7390,-1,1
25255,96,9,25,5367690945,7313,4205,-1,0
25264,54,10,25,9196746870,12963,7097,-1,1
33978,93,10,25,5156768826,6833,4078,-1,0
65422,49,11,25,9296399254,12739,7231,-1,1
39569,80,11,25,5274498452,7015,4146,-1,0
8727,44,12,25,9494439578,12516,7473,-1,1
66793,83,12,25,4778062781,6516,3706,-1,0
9521,31,13,25,6673230368,8316,5325,-1,1
53026,26,1,26,30895497228,57239,21566,-1,1
31604,26,2,26,32469411852,58986,22815,-1,1
28025,27,3,26,29825189210,54451,20644,-1,1
61938,30,4,26,25049505639,46486,17152,-1,1
4621,32,5,26,22466973570,41375,15328,-1,1
35752,28,6,26,22042758978,39725,15111,-1,1
81205,37,7,26,13217166063,24058,8894,-1,1
23021,59,8,26,9569205013,15973,6780,-1,1
51362,72,9,26,5546388962,9745,3790,-1,1
2256,27,1,27,30642094588,56087,22209,-1,1
80259,28,2,27,30248679248,55301,21922,-1,1
60483,29,3,27,28913647947,52165,20934,-1,1
37323,31,4,27,27434460435,48512,19951,-1,1
39635,27,5,27,26896564056,46676,19550,-1,1
30391,25,6,27,26488692864,44657,19411,-1,1
21703,26,7,27,28565327730,43643,21506,-1,1
21166,27,8,27,27130562031,39914,20619,-1,1
34574,26,9,27,21713744358,31271,16505,-1,1
50551,30,10,27,15633432562,22297,11888,-1,1
26058,34,11,27,11199697988,16055,8480,-1,1
9675,41,12,27,9119248741,12854,6949,-1,1
7458,82,13,27,3105303593,3998,2449,-1,1
52005,28,1,28,32165471795,56800,23531,-1,1
51072,27,2,28,32072023099,56271,23513,-1,1
72808,28,3,28,31014020577,52723,22869,-1,1
13227,29,4,28,29086940569,48164,21613,-1,1
596,29,5,28,27549205293,44619,20522,-1,1
16014,26,6,28,26189655374,41569,19588,-1,1
48695,33,7,28,22426517176,33901,16983,-1,1
59307,29,8,28,23605247546,32979,18261,-1,1
74900,30,9,28,22658037888,30297,17725,-1,1
4583,38,10,28,15095723812,19763,11888,-1,1
19773,44,11,28,10423202241,13115,8319,-1,1
18720,49,12,28,8919482646,11047,7168,-1,1
58135,75,13,28,3632545282,4291,2949,-1,1
58267,29,1,29,37327853388,54637,28905,-1,1
33323,29,2,29,37045425483,53919,28727,-1,1
22661,30,3,29,35385816584,50140,27581,-1,1
59247,33,4,29,32663205953,45450,25558,-1,1
40670,36,5,29,29448131865,40324,23120,-1,1
49876,49,6,29,14972802618,19617,11947,2.210084272,1
69878,92,6,29,6774765473,10733,5084,2.210084272,0
11989,64,7,29,11754768569,16210,9132,-1,0
64859,71,7,29,10324854788,13421,8326,-1,1
57143,66,8,29,9930334514,13590,7730,-1,0
43617,71,8,29,9744830264,12575,7880,-1,1
70662,68,9,29,9281918752,12047,7483,-1,1
28491,69,9,29,8671290170,11602,6803,-1,0
19849,57,10,29,9525456334,12478,7632,-1,1
55237,65,10,29,8290346372,10864,6539,-1,0
63648,50,11,29,9289208085,12454,7344,-1,1
68956,56,11,29,8017275405,10217,6363,-1,0
10288,47,12,29,8282046056,11296,6489,-1,1
54310,56,12,29,7775682371,9570,6243,-1,0
67011,38,13,29,5715677792,7617,4500,-1,1
4234,30,1,30,31143974550,53476,22963,-1,1
23675,30,2,30,31028374609,53062,22916,-1,1
65934,31,3,30,29716629026,49507,22090,-1,1
44553,32,4,30,29177064341,47381,21796,-1,1
47918,33,5,30,27068397650,43222,20271,-1,1
13995,29,6,30,24593205642,39209,18354,-1,1
9977,35,7,30,21019787049,31984,15857,-1,1
19648,36,8,30,20298669842,29745,15420,-1,1
12044,35,9,30,18206507653,25819,13940,-1,1
57740,34,10,30,13463102522,18557,10363,-1,1
28086,48,11,30,9305262803,12776,7179,-1,1
10942,52,12,30,7808474879,10734,6017,-1,1
48897,71,13,30,3539661909,4551,2796,-1,1
47089,31,1,31,30562613873,52454,22812,-1,1
80640,31,2,31,30592217077,52263,22854,-1,1
70478,32,3,31,28393051899,47921,21173,-1,1
25795,34,4,31,26567020351,43895,19833,-1,1
682,35,5,31,23572918414,39061,17537,-1,1
16527,33,6,31,21992269518,35961,16413,-1,1
62056,36,7,31,19222405465,30695,14339,-1,1
72812,37,8,31,17958959390,28004,13483,-1,1
64816,36,9,31,16006985334,24428,12035,-1,1
53955,36,10,31,14418887965,21377,10945,-1,1
6153,31,11,31,13169225950,19140,10039,-1,1
306,32,12,31,11506486966,16265,8858,-1,1
60642,32,1,32,26843727287,48821,19518,-1,1
38332,32,2,32,26642630895,48172,19424,-1,1
9695,33,3,32,26261034984,46577,19121,-1,1
54330,35,4,32,26179605887,44707,19296,-1,1
35921,30,5,32,26094851971,43340,19339,-1,1
81074,27,6,32,25658472055,41928,19043,-1,1
73415,30,7,32,22471627972,35812,16632,-1,1
54228,34,8,32,21321128788,32477,15980,-1,1
76448,33,9,32,19009420460,27973,14401,-1,1
53279,31,10,32,15393161585,22270,11695,-1,1
53365,32,11,32,13251754684,18262,10233,-1,1
24301,35,12,32,11669694484,15480,9126,-1,1
4027,76,13,32,3369516355,4206,2679,-1,1
451,33,1,33,26161419917,43372,19260,-1,1
26341,33,2,33,25814078662,42869,18992,-1,1
73497,34,3,33,25076491793,40867,18524,-1,1
44190,36,4,33,24198681709,38862,17929,-1,1
78180,37,5,33,22933801864,36268,17043,-1,1
50734,34,6,33,20572681804,32743,15203,-1,1
19016,43,7,33,16800542440,26148,12459,-1,1
72735,41,8,33,15759387051,23217,11918,-1,1
16164,41,9,33,14699256897,20750,11241,-1,1
49436,45,10,33,10659584738,14929,8151,-1,1
32773,40,11,33,11290435780,15007,8804,-1,1
55033,116,12,33,3075212894,3939,2429,-1,1
42126,34,1,34,24110484840,43057,17202,-1,1
16598,34,2,34,23537295514,41983,16813,-1,1
172,38,3,34,21544279638,37525,15583,-1,1
53265,38,4,34,20488052372,35174,14796,-1,1
17402,42,5,34,18983737866,31921,13836,-1,1
65200,40,6,34,18106990438,30176,13166,-1,1
22555,49,7,34,13896039268,23328,10014,-1,1
19056,47,8,34,12711640596,20867,9248,-1,1
70712,45,9,34,11941897228,19074,8751,-1,1
48153,48,10,34,9982822006,15563,7382,-1,1
33112,47,11,34,8562918475,12970,6400,-1,1
1200,46,12,34,7912159478,11709,5967,-1,1
67706,35,13,34,6258805108,8297,4886,-1,1
3759,37,14,34,3507718449,4311,2813,-1,1
79147,35,1,35,24004934606,41857,17591,-1,1
42038,35,2,35,23766481065,41462,17399,-1,1
8722,36,3,35,22683460619,39475,16560,-1,1
35222,37,4,35,21313256967,36917,15582,-1,1
16016,39,5,35,19915015574,34514,14504,-1,1
1603,36,6,35,18414466039,32315,13306,-1,1
15691,40,7,35,16085632226,27763,11623,-1,1
73289,40,8,35,14828545020,24949,10821,-1,1
41503,40,9,35,14200959264,23228,10411,-1,1
4826,35,10,35,13737787793,21667,10203,-1,1
78285,30,11,35,13005425793,20051,9699,-1,1
24597,28,12,35,11667305674,17855,8705,-1,1
73723,23,13,35,8354727996,11693,6413,-1,1
7650,36,1,36,21880411979,40230,15552,-1,1
18672,36,2,36,20730227446,38514,14647,-1,1
66166,43,3,36,18220283435,33022,13033,-1,1
16968,45,4,36,17201126852,30844,12321,-1,1
71120,46,5,36,16191465472,28960,11551,-1,1
5878,45,6,36,15410437072,27391,10988,-1,1
68139,50,7,36,13175817730,23602,9301,-1,1
75019,43,8,36,13035599462,22208,9337,-1,1
68747,39,9,36,15146435628,23689,11195,-1,1
60093,37,10,36,14309272217,21295,10767,-1,1
31758,37,11,36,10194006579,14860,7667,-1,1
42151,53,12,36,6887030103,10131,5157,-1,1
4038,53,13,36,4956378046,6170,3942,-1,1
52646,37,1,37,25032291813,39747,19005,-1,1
1623,37,2,37,24816131781,39233,18867,-1,1
10308,39,3,37,24858837737,38318,18981,-1,1
31745,40,4,37,21358385058,33358,16223,-1,1
42668,44,5,37,19953817132,31179,15097,-1,1
40944,43,6,37,18684467159,28899,14196,-1,1
17921,46,7,37,14667937896,23335,11001,-1,1
75351,46,8,37,13020797597,21119,9618,-1,1
59018,47,9,37,11680049675,18825,8626,-1,1
79330,43,10,37,11162751609,17723,8267,-1,1
82078,33,11,37,11276671810,17375,8420,-1,1
35642,31,12,37,11411031270,16926,8618,-1,1
67225,24,13,37,8159854879,11516,6224,-1,1
78873,38,1,38,22276242205,31971,16812,-1,1
65109,41,2,38,18606806676,25444,14324,-1,1
57718,37,3,38,19303431830,28717,14327,5.504355606,1
30581,156,3,38,3506937635,5059,2704,5.504355606,0
2055,65,4,38,11105396138,15215,8566,-1,1
31463,104,5,38,6510528875,8596,5096,-1,1
53326,112,6,38,5434226594,6989,4281,-1,1
1162,126,7,38,4208296274,5544,3289,-1,1
22067,39,1,39,22519371080,37929,16588,-1,1
58771,38,2,39,22367850457,37532,16495,-1,1
18899,41,3,39,21715714207,35473,16108,-1,1
37744,42,4,39,20695619812,33378,15392,-1,1
70602,43,5,39,19704356570,31360,14701,-1,1
66988,41,6,39,18759353369,29756,13969,-1,1
32033,45,7,39,16773325852,25861,12562,-1,1
34773,42,8,39,15693766523,23196,11939,-1,1
71798,42,9,39,14153206609,19832,10973,-1,1
594,41,10,39,13364375697,18159,10471,-1,1
22147,38,11,39,11570372593,15707,9068,-1,1
72509,40,12,39,10221488268,13881,7975,-1,1
38372,51,13,39,4442316224,5848,3513,-1,1
51665,40,1,40,22652571852,36883,16611,-1,1
32270,39,2,40,22766694241,36812,16720,-1,1
61391,40,3,40,22879982553,35597,16967,-1,1
38806,39,4,40,21338160038,31764,16017,-1,1
66230,40,5,40,20357062786,29428,15434,-1,1
57135,38,6,40,19869373362,28126,15167,-1,1
23039,95,7,40,6475715818,8489,5075,-1,1
273,113,8,40,4925720122,6490,3856,-1,1
69556,111,9,40,5100678095,6367,4065,-1,1
38929,112,10,40,4387489170,5344,3525,-1,1
79710,41,1,41,21342745153,35580,15940,-1,1
25884,40,2,41,21316350168,35394,15934,-1,1
12365,42,3,41,21379354356,34459,16075,-1,1
74592,41,4,41,22084707138,34415,16702,-1,1
27032,41,5,41,20997248295,32358,15891,-1,1
5274,39,6,41,20161199593,30342,15350,-1,1
34276,51,7,41,15287588317,22853,11599,-1,1
59280,52,8,41,12830558467,19008,9751,-1,1
43389,52,9,41,11310843087,16528,8640,-1,1
844,58,10,41,8085056209,11955,6161,-1,1
68270,53,11,41,7646364965,11164,5843,-1,1
61169,51,12,41,7324635756,10507,5604,-1,1
12245,37,13,41,5405882269,7275,4209,-1,1
29434,42,1,42,20619979200,34789,15145,-1,1
68712,42,2,42,20596114671,34658,15135,-1,1
11104,44,3,42,19845251657,33120,14587,-1,1
33957,43,4,42,19529097667,32252,14357,-1,1
14445,45,5,42,19014059757,30887,14038,-1,1
6882,42,6,42,18263387596,29544,13456,-1,1
20745,42,7,42,16738046009,26261,12416,-1,1
1111,44,8,42,13690424703,21619,10094,-1,1
42748,46,9,42,12423472646,19152,9231,-1,1
79039,46,10,42,10837052436,16609,8024,-1,1
20063,42,11,42,9737830106,14344,7317,-1,1
71507,43,12,42,8742874996,12423,6664,-1,1
17460,43,1,43,21625415971,33598,16230,-1,1
20506,43,2,43,21444519612,33280,16089,-1,1
28660,46,3,43,20222567449,30808,15242,-1,1
75283,47,4,43,19216316052,28670,14578,-1,1
20073,49,5,43,17851278106,26257,13593,-1,1
80019,53,6,43,14672777157,21638,11162,-1,1
13098,67,7,43,9295962286,13578,7107,-1,1
77645,75,8,43,7955727033,11745,6057,-1,1
15634,74,9,43,7524974922,10825,5779,-1,1
72070,69,10,43,7445320623,10583,5728,-1,1
61488,58,11,43,7297167619,10192,5641,-1,1
59251,54,12,43,7099431245,9745,5507,-1,1
45377,44,13,43,5096129570,6682,4008,-1,1
82096,44,1,44,21936310950,32506,16677,-1,1
68110,44,2,44,21425909581,31760,16291,-1,1
38054,52,3,44,18486887620,27730,13985,-1,1
61946,53,4,44,16867141714,25265,12748,-1,1
56237,53,5,44,15709557793,23326,11892,-1,1
32403,54,6,44,14499013694,21393,10991,-1,1
76659,59,7,44,12354408466,17975,9395,-1,1
49577,60,8,44,11108204310,15994,8456,-1,1
4475,57,9,44,10106408624,14026,7801,-1,1
35950,56,10,44,9381308226,12631,7301,-1,1
6165,54,11,44,8355319936,10893,6575,-1,1
41690,55,12,44,7589328390,9623,6027,-1,1
25099,62,13,44,4406475958,5211,3577,-1,1
32728,45,1,45,15029480717,32375,10522,-1,1
30440,3,2,45,3.20144E+11,779954,235125,-1,1
68323,35,3,45,19192576969,38349,13121,3.381561574,1
80254,92,3,45,5675655034,10622,4114,3.381561574,0
53855,24,4,45,29053137751,48779,20842,-1,1
66860,90,4,45,6319621894,11619,4520,-1,0
49130,22,5,45,27876862218,45489,20174,-1,1
63826,79,5,45,7473149015,12868,5436,-1,0
56104,37,6,45,17776661810,30400,12663,-1,1
71119,67,6,45,9667559465,16037,7068,-1,0
38662,47,7,45,14496678710,23642,10485,-1,1
9415,61,7,45,11333896754,17389,8455,-1,0
20089,50,8,45,11819818812,18967,8565,-1,1
46740,62,8,45,9959936674,14971,7482,-1,0
47859,55,9,45,9101671856,14323,6652,-1,1
77218,62,9,45,9228225932,13108,7092,-1,0
63789,62,10,45,8662304120,11778,6757,-1,0
82090,75,10,45,5854698657,9253,4296,-1,1
73807,55,11,45,7459983163,10083,5826,-1,0
29396,61,12,45,6718795330,8958,5271,-1,0
63152,41,13,45,5951115175,7362,4767,-1,0
24792,46,1,46,21660670835,30645,16650,-1,1
71160,45,2,46,21641123267,30459,16668,-1,1
42512,47,3,46,21225368133,29515,16369,-1,1
77699,50,4,46,16739697463,23421,12797,-1,1
46302,56,5,46,14038023253,19528,10739,-1,1
43457,60,6,46,13678869602,19585,10368,-1,1
16293,93,7,46,6324685300,8827,4868,-1,1
81204,101,8,46,5104144472,7248,3907,-1,1
34052,102,9,46,4602131253,6686,3465,-1,1
74500,91,10,46,4872956915,6843,3726,-1,1
66968,87,11,46,4416593829,6045,3392,-1,1
45327,86,12,46,4463819021,5938,3470,-1,1
71069,47,1,47,19090422957,30564,14477,-1,1
6440,46,2,47,18992028998,30374,14407,-1,1
51116,48,3,47,18448457454,29565,13951,-1,1
42359,46,4,47,18045991452,28931,13603,-1,1
56591,48,5,47,17714609625,28015,13390,-1,1
64799,44,6,47,17823758893,27845,13468,-1,1
58305,39,7,47,17869355456,26719,13631,-1,1
38065,38,8,47,17961577441,25948,13826,-1,1
10686,38,9,47,15557922314,22281,12004,-1,1
65059,40,10,47,12481862798,18098,9560,-1,1
81473,39,11,47,10538692969,15375,8039,-1,1
73499,42,12,47,8791025617,12872,6686,-1,1
27661,42,13,47,5165185701,7252,3976,-1,1
48883,48,1,48,19645624410,29668,14894,-1,1
49334,47,2,48,19175564034,28915,14545,-1,1
39602,56,3,48,14543988504,22265,10960,-1,1
59486,64,4,48,12268556790,18948,9214,-1,1
79946,66,5,48,10630718463,16449,7982,-1,1
71679,73,6,48,9825056590,14967,7429,-1,1
23023,72,7,48,9076763407,13220,6982,-1,1
4332,70,8,48,8776545301,12687,6761,-1,1
20152,71,9,48,7797947910,11363,5956,-1,1
68806,72,10,48,7132102425,10250,5466,-1,1
60175,64,11,48,6792953182,9432,5260,-1,1
48622,62,12,48,6409857599,8605,5020,-1,1
76815,52,13,48,4899776347,6208,3898,-1,1
19868,49,1,49,18669821078,27306,14295,-1,1
9906,49,2,49,18473955340,27006,14146,-1,1
65928,54,3,49,17617649963,25469,13527,-1,1
14174,55,4,49,16049815953,22462,12427,-1,1
4103,55,5,49,15315302948,21188,11896,-1,1
35739,51,6,49,14801552620,20453,11489,-1,1
63715,108,7,49,4741466046,7256,3634,-1,1
59564,63,8,49,10103785373,14330,7754,-1,1
31822,66,9,49,9191683512,12610,7132,-1,1
26493,60,10,49,8907043155,11820,6983,-1,1
66693,59,11,49,7362830351,9635,5790,-1,1
76045,65,12,49,6412401828,8271,5072,-1,1
2912,50,1,50,17722560206,28303,13309,-1,1
72151,48,2,50,17584584410,28119,13194,-1,1
27996,50,3,50,16940118905,27168,12662,-1,1
13236,52,4,50,15927908945,25621,11884,-1,1
2172,52,5,50,14935484789,24306,11053,-1,1
81043,50,6,50,14400048120,23476,10624,-1,1
69736,54,7,50,13199885235,21575,9662,-1,1
12195,48,8,50,12242804206,20003,8920,-1,1
43950,48,9,50,11932433538,18631,8821,-1,1
38557,42,10,50,11947926817,17958,8944,-1,1
79796,36,11,50,11242116122,16366,8518,-1,1
20531,38,12,50,10158212990,14615,7700,-1,1
65111,51,1,51,18137728388,29114,13492,-1,1
58217,50,2,51,18136604619,29023,13500,-1,1
33050,49,3,51,17359809086,27889,12839,-1,1
30560,51,4,51,16670783779,26447,12367,-1,1
52946,51,5,51,15999449055,25265,11847,-1,1
7492,48,6,51,15734197453,24436,11706,-1,1
31047,48,7,51,15978584280,23388,12097,-1,1
11277,51,8,51,13556368575,19670,10282,-1,1
3732,51,9,51,11807551742,16912,8954,-1,1
9285,76,10,51,6052767130,8802,4549,-1,1
59025,52,1,52,17565132592,28617,13277,-1,1
79802,51,2,52,17358850644,28444,13084,-1,1
48188,51,3,52,16907097739,27783,12666,-1,1
10679,49,4,52,16372551458,26819,12244,-1,1
53949,50,5,52,15981094261,26247,11886,-1,1
82211,47,6,52,15541235587,25332,11565,-1,1
31594,52,7,52,14762323582,23380,10993,-1,1
8978,45,8,52,14304437082,22001,10731,-1,1
47665,44,9,52,12314280670,18443,9286,-1,1
17595,51,10,52,9038094550,13699,6762,-1,1
32291,70,11,52,5205689342,8024,3899,-1,1
61345,74,12,52,4595076710,7088,3442,-1,1
78595,61,13,52,3600984568,5402,2717,-1,1
17832,53,1,53,19390970404,26010,15151,-1,1
8271,52,2,53,19805085484,26433,15508,-1,1
44110,55,3,53,18314972028,24263,14362,-1,1
25649,57,4,53,16948689493,21634,13400,-1,1
77451,60,5,53,13784528930,17898,10834,-1,1
65354,63,6,53,12113158195,15819,9508,-1,1
47984,84,7,53,6652834899,8125,5339,-1,1
63783,54,1,54,16660819799,27066,12234,-1,1
54623,53,2,54,16579143410,26877,12176,-1,1
33385,53,3,54,16259108918,25870,11975,-1,1
29201,54,4,54,16096490161,25030,11956,-1,1
61161,54,5,54,15221504257,23316,11353,-1,1
53870,52,6,54,14181525144,21739,10534,-1,1
63241,65,7,54,9896433641,14964,7372,-1,1
39908,68,8,54,9254328881,13347,7021,-1,1
14171,67,9,54,8777583195,12164,6734,-1,1
24167,64,10,54,8325112218,10923,6512,-1,1
22972,65,11,54,7119420204,9181,5596,-1,1
11336,76,12,54,5234523113,6673,4123,-1,1
60646,55,1,55,16262894711,25025,12124,-1,1
15729,54,2,55,16059277898,24723,11969,-1,1
68990,58,3,55,14878225647,22950,11052,-1,1
60115,61,4,55,13610518901,20717,10174,-1,1
33700,64,5,55,12562845699,18869,9424,-1,1
72924,66,6,55,10312999628,15625,7700,-1,1
36513,80,7,55,7683679072,11093,5878,-1,1
24134,76,8,55,7886820504,11178,6046,-1,1
24598,73,9,55,7711275664,10422,5993,-1,1
5956,70,10,55,7695850685,10287,6001,-1,1
64136,67,11,55,7059309825,9237,5536,-1,1
3874,66,12,55,5573281190,7102,4401,-1,1
6488,56,1,56,15823554062,25275,11788,-1,1
36841,55,2,56,15664285504,24971,11685,-1,1
76380,57,3,56,14811686278,23641,11029,-1,1
13959,58,4,56,14202852208,22294,10635,-1,1
63481,57,5,56,13756810114,21700,10233,-1,1
23775,58,6,56,13243899655,20559,9923,-1,1
65608,57,7,56,12316766102,18748,9262,-1,1
54252,57,8,56,11890471711,17659,8998,-1,1
53176,53,9,56,10848703971,15563,8296,-1,1
33648,50,10,56,10259762861,13970,7989,-1,1
56251,46,11,56,10148628722,13256,8026,-1,1
57988,48,12,56,8722935195,11196,6943,-1,1
75262,55,13,56,4739308745,5942,3811,-1,1
55081,57,1,57,19187532442,24851,15308,-1,1
56569,56,2,57,19024133959,24730,15148,-1,1
18143,64,3,57,12392503428,16560,9737,-1,1
79589,76,4,57,9618916208,13265,7492,-1,1
31381,81,5,57,9082611506,12540,7065,-1,1
15846,82,6,57,8746725979,12168,6766,-1,1
55624,79,7,57,7851116206,10959,6052,-1,1
14517,77,8,57,8009791004,10758,6242,-1,1
6908,80,9,57,7111293988,9343,5590,-1,1
47093,85,10,57,6057842418,7992,4748,-1,1
87,82,11,57,4715558901,6169,3696,-1,1
60384,58,1,58,13547574479,18894,10366,-1,1
27361,59,2,58,13892755461,19321,10646,-1,1
72085,72,3,58,9983393400,14048,7601,-1,1
64921,96,4,58,6751212169,9453,5170,-1,1
34341,107,5,58,5946275105,8166,4582,-1,1
37853,116,6,58,5283784585,7162,4096,-1,1
63571,131,7,58,4763046462,6178,3748,-1,1
67143,118,8,58,4751155860,6075,3750,-1,1
41544,126,9,58,4238948490,5385,3350,-1,1
37718,125,10,58,3862529535,4830,3063,-1,1
54514,135,11,58,3382195763,4141,2702,-1,1
7508,59,1,59,14990752582,22731,11459,-1,1
18945,57,2,59,14946890319,22623,11429,-1,1
35881,59,3,59,14630383070,21828,11241,-1,1
70391,59,4,59,14270821611,21244,10953,-1,1
48540,59,5,59,13866153719,20825,10581,-1,1
46294,57,6,59,13705361558,21010,10337,-1,1
34653,55,7,59,13143935414,20244,9783,-1,1
38127,102,8,59,4223447544,7395,3037,-1,1
383,54,9,59,10352440748,15637,7717,-1,1
82256,52,10,59,8393226724,12643,6221,-1,1
12193,86,11,59,3739371149,5507,2796,-1,1
55455,60,1,60,14680894187,21701,11104,-1,1
47876,58,2,60,14499176761,21483,10957,-1,1
77002,63,3,60,12476884480,19117,9249,-1,1
3746,71,4,60,10094944794,15329,7542,-1,1
25196,71,5,60,9806616583,14634,7341,-1,1
8889,74,6,60,9407479922,13817,7092,-1,1
47492,70,7,60,8610414048,12401,6516,-1,1
79352,72,8,60,7698489107,10965,5839,-1,1
56188,75,9,60,6341401486,8845,4843,-1,1
69065,61,1,61,15165271553,22438,11629,-1,1
3173,60,2,61,15067474729,22298,11550,-1,1
75423,60,3,61,14620603648,21695,11174,-1,1
54116,60,4,61,14476262666,21297,11078,-1,1
7568,58,5,61,14615495566,21236,11199,-1,1
18994,56,6,61,14953717605,21161,11541,-1,1
73079,56,7,61,12640145864,17214,9796,-1,1
37254,56,8,61,13624829445,18267,10641,-1,1
63421,79,9,61,5958388187,8542,4512,-1,1
74896,94,10,61,4731144955,6713,3597,-1,1
58996,104,11,61,3704239722,5203,2826,-1,1
7200,62,1,62,15256867444,22165,11908,-1,1
43464,61,2,62,15122929462,21962,11803,-1,1
10597,62,3,62,14502007278,21045,11295,-1,1
69675,62,4,62,13974942467,20184,10879,-1,1
51584,62,5,62,13777130332,19544,10776,-1,1
28816,61,6,62,13676733938,19135,10718,-1,1
19559,60,7,62,13445415502,18203,10622,-1,1
70462,58,8,62,12389513088,16502,9842,-1,1
79076,56,9,62,11840630446,15428,9460,-1,1
23970,47,10,62,12494596481,15978,10017,-1,1
26327,41,11,62,10576632463,13428,8436,-1,1
74489,39,12,62,10936719447,14047,8687,-1,1
52951,72,13,62,3313698320,4429,2587,-1,1
50481,63,1,63,13664337273,21198,10365,-1,1
31126,62,2,63,13660061516,21219,10342,-1,1
839,61,3,63,13467235041,20955,10124,-1,1
46710,63,4,63,12920092132,19953,9737,-1,1
6005,61,5,63,12859593295,19551,9708,-1,1
20410,62,6,63,12440643199,18713,9401,-1,1
1575,63,7,63,11362033271,16559,8645,-1,1
38049,61,8,63,10486380598,14980,8020,-1,1
27062,63,9,63,9148987649,12896,7017,-1,1
73372,68,10,63,7034389173,9918,5390,-1,1
51077,72,11,63,5860088567,8446,4446,-1,1
1190,69,12,63,5083695197,7271,3869,-1,1
80993,64,1,64,14809689453,18849,11746,-1,1
24358,63,2,64,15262080156,19301,12134,-1,1
48165,74,3,64,9350305619,11778,7425,-1,1
61056,159,4,64,4072826417,5269,3238,-1,1
52451,128,5,64,4833500386,6285,3819,-1,1
4101,119,6,64,4909367043,6420,3863,-1,1
5744,132,7,64,4411485918,5661,3491,-1,1
8822,65,1,65,12520584098,17937,9587,-1,1
53266,64,2,65,12374933833,17637,9495,-1,1
64977,66,3,65,11318970082,16287,8646,-1,1
61524,67,4,65,10744889875,15907,8095,-1,1
29547,67,5,65,10801828645,15844,8164,-1,1
20721,68,6,65,9918002089,14632,7453,-1,1
42872,77,7,65,7809608457,11579,5850,-1,1
48787,85,8,65,6249030295,8973,4752,-1,1
79942,85,9,65,6023265410,8497,4606,-1,1
30254,86,10,65,5308379845,7611,4028,-1,1
14138,92,11,65,4127072631,5926,3111,-1,1
60835,66,1,66,13363029372,18703,10327,-1,1
35584,65,2,66,13404647771,18667,10376,-1,1
22022,67,3,66,12778640877,17710,9891,-1,1
4022,68,4,66,12359575211,16963,9590,-1,1
22300,68,5,66,11561209051,15660,8996,-1,1
9901,71,6,66,10769009701,14731,8333,-1,1
46936,73,7,66,9055891250,12472,6970,-1,1
37479,74,8,66,7496337353,10466,5728,-1,1
52799,81,9,66,6750543089,9041,5244,-1,1
47388,82,10,66,6241081889,8226,4870,-1,1
76902,81,11,66,4988778673,6539,3894,-1,1
78212,97,12,66,3265010154,4222,2555,-1,1
81304,67,1,67,12342240920,18227,9295,-1,1
68118,67,2,67,12608991905,18470,9536,-1,1
10827,68,3,67,10690185609,15835,8031,-1,1
64219,70,4,67,9932268623,14745,7458,-1,1
3014,75,5,67,8491151430,12727,6348,-1,1
25639,85,6,67,7052125345,10567,5285,-1,1
56792,104,7,67,5488776710,8142,4135,-1,1
10926,107,8,67,4809877339,7065,3635,-1,1
65594,108,9,67,4504353526,6441,3438,-1,1
10423,99,10,67,4673636895,6480,3603,-1,1
16579,88,11,67,4632968566,6173,3621,-1,1
37478,93,12,67,4397088707,5562,3500,-1,1
36279,68,1,68,12046688353,18490,8984,-1,1
20484,66,2,68,12136883972,18567,9058,-1,1
12189,65,3,68,12781878730,18639,9701,-1,1
51479,66,4,68,12562457759,17699,9648,-1,1
32811,70,5,68,10712392773,14711,8302,-1,1
58163,78,6,68,9438152948,12669,7372,-1,1
14365,96,7,68,6667848094,8845,5238,-1,1
61643,89,8,68,6937714218,8886,5504,-1,1
65243,78,9,68,7688398446,9441,6177,-1,1
19750,80,10,68,6814364831,8424,5448,-1,1
43277,106,11,68,3618591002,4390,2893,-1,1
61479,69,1,69,13797963737,18088,10898,-1,1
38936,68,2,69,13658131493,17911,10783,-1,1
62335,69,3,69,12569993157,16482,9921,-1,1
7127,74,4,69,11277224327,14570,8945,-1,1
56782,76,5,69,10376902619,13434,8200,-1,1
18985,79,6,69,8842223316,11585,6965,-1,1
76592,85,7,69,7799990339,9874,6209,-1,1
55240,91,8,69,6958295348,8681,5565,-1,1
44887,95,9,69,5650193213,7075,4517,-1,1
12580,105,10,69,4734996297,5913,3791,-1,1
42746,97,11,69,4550575294,5663,3639,-1,1
31471,101,12,69,3993736280,4939,3203,-1,1
3297,70,1,70,11648739500,16990,9015,-1,1
73436,70,2,70,11632621981,16932,9007,-1,1
41700,70,3,70,11493606656,16684,8885,-1,1
42366,69,4,70,11296159440,16368,8725,-1,1
80962,69,5,70,11179407883,16163,8621,-1,1
72716,70,6,70,10963838919,15899,8431,-1,1
18983,66,7,70,10824142800,15271,8365,-1,1
41400,64,8,70,10263940041,14080,7983,-1,1
49604,61,9,70,9918221060,13284,7795,-1,1
