NowGroup,NowHalo,CurrentTime,CurrentGrp,CurrentHalo,NextGrp,NextHalo,SharedParticleCount,SharedDarkParticleCount
172,57703,5,162,46090,165,14993,4482,3488
172,57703,6,165,14993,165,75600,4127,3119
172,57703,7,165,75600,160,17674,3915,2970
172,57703,8,160,17674,154,448,3749,2739
29,58267,1,29,58267,29,33323,53332,28436
29,58267,2,29,33323,30,22661,47935,26374
29,58267,3,30,22661,33,59247,44230,25015
29,58267,4,33,59247,36,40670,39456,22774
29,58267,5,36,40670,49,49876,19108,11669
29,58267,5,36,40670,92,69878,10412,5073
29,58267,6,49,49876,71,64859,12604,7792
29,58267,6,92,69878,64,11989,9657,4889
29,58267,7,64,11989,66,57143,12470,7205
29,58267,7,71,64859,71,43617,11294,7191
29,58267,8,71,43617,68,70662,10358,6598
29,58267,8,66,57143,69,28491,10369,6144
29,58267,9,69,28491,65,55237,9382,5752
29,58267,9,68,70662,57,19849,10323,6557
29,58267,10,57,19849,50,63648,10437,6626
29,58267,10,65,55237,56,68956,8933,5635
29,58267,11,50,63648,47,10288,10099,6129
29,58267,11,56,68956,56,54310,8570,5552
29,58267,12,47,10288,38,67011,5496,3457
160,58833,1,160,58833,160,22782,4892,3514
160,58833,2,160,22782,155,37950,4751,3378
160,58833,3,155,37950,164,13371,4809,3285
160,58833,4,164,13371,164,6156,4659,3169
160,58833,5,164,6156,166,46283,4530,3073
160,58833,6,166,46283,175,35323,3987,2687
160,58833,7,175,35323,165,44518,3731,2521
52,59025,1,52,59025,51,79802,27988,12973
52,59025,2,51,79802,51,48188,26220,12316
52,59025,3,51,48188,49,10679,25453,11817
52,59025,4,49,10679,50,53949,24770,11576
52,59025,5,50,53949,47,82211,24181,11233
52,59025,6,47,82211,52,31594,20852,10025
52,59025,7,52,31594,45,8978,20321,9920
52,59025,8,45,8978,44,47665,17437,8938
52,59025,9,44,47665,51,17595,12496,6564
52,59025,10,51,17595,70,32291,7696,3868
52,59025,11,70,32291,74,61345,6628,3322
52,59025,12,74,61345,61,78595,4027,2499
175,60101,1,175,60101,175,34971,3878,3025
175,60101,2,175,34971,172,68610,3925,3108
58,60384,1,58,60384,59,27361,17775,9838
58,60384,2,59,27361,72,72085,13282,7488
58,60384,3,72,72085,96,64921,9303,5116
58,60384,4,96,64921,107,34341,7432,4329
58,60384,5,107,34341,116,37853,6848,3954
58,60384,6,116,37853,131,63571,5300,3240
58,60384,7,131,63571,118,67143,5362,3341
58,60384,8,118,67143,126,41544,4996,3159
58,60384,9,126,41544,125,37718,4362,2842
58,60384,10,125,37718,135,54514,3875,2534
164,60416,1,164,60416,163,15782,4833,4032
164,60416,2,163,15782,165,45660,4456,3717
164,60416,3,165,45660,173,64354,4235,3496
164,60416,4,173,64354,174,19966,4096,3350
164,60416,5,174,19966,167,30127,4111,3372
164,60416,6,167,30127,155,31308,3873,3086
164,60416,7,155,31308,158,59775,4041,3179
158,60453,1,158,60453,159,52939,4917,3810
158,60453,2,159,52939,159,38241,4588,3517
158,60453,3,159,38241,168,16518,4536,3419
158,60453,4,168,16518,169,81621,4255,3127
158,60453,5,169,81621,171,25948,4045,2965
32,60642,1,32,60642,32,38332,47728,19253
32,60642,2,32,38332,33,9695,43534,17905
32,60642,3,33,9695,35,54330,42206,17672
32,60642,4,35,54330,30,35921,40266,17798
32,60642,5,30,35921,27,81074,39492,17950
32,60642,6,27,81074,30,73415,32661,14975
32,60642,7,30,73415,34,54228,29688,13993
32,60642,8,34,54228,33,76448,26046,13142
32,60642,9,33,76448,31,53279,21005,11221
32,60642,10,31,53279,32,53365,17111,9539
32,60642,11,32,53365,35,24301,14010,8125
32,60642,12,35,24301,76,4027,3857,2667
55,60646,1,55,60646,54,15729,24451,11882
55,60646,2,54,15729,58,68990,21771,10709
55,60646,3,58,68990,61,60115,20063,9894
55,60646,4,61,60115,64,33700,17929,9121
55,60646,5,64,33700,66,72924,14850,7491
55,60646,6,66,72924,80,36513,10176,5441
55,60646,7,80,36513,76,24134,9668,5388
55,60646,8,76,24134,73,24598,9143,5163
55,60646,9,73,24598,70,5956,8606,5035
55,60646,10,70,5956,67,64136,8377,5097
55,60646,11,67,64136,66,3874,6519,4144
66,60835,1,66,60835,65,35584,18408,10206
66,60835,2,65,35584,67,22022,16738,9385
66,60835,3,67,22022,68,4022,15766,8885
66,60835,4,68,4022,68,22300,14715,8406
66,60835,5,68,22300,71,9901,13845,7952
66,60835,6,71,9901,73,46936,11070,6311
66,60835,7,73,46936,74,37479,9522,5256
66,60835,8,74,37479,81,52799,8218,4681
66,60835,9,81,52799,82,47388,7542,4516
66,60835,10,82,47388,81,76902,6069,3740
66,60835,11,81,76902,97,78212,4025,2493
69,61479,1,69,61479,68,38936,17677,10671
69,61479,2,68,38936,69,62335,15671,9489
69,61479,3,69,62335,74,7127,14173,8811
69,61479,4,74,7127,76,56782,12651,7879
69,61479,5,76,56782,79,18985,11111,6663
69,61479,6,79,18985,85,76592,8688,5393
69,61479,7,85,76592,91,55240,8050,5171
69,61479,8,91,55240,95,44887,6541,4220
69,61479,9,95,44887,105,12580,5444,3525
69,61479,10,105,12580,97,42746,4901,3244
69,61479,11,97,42746,101,31471,4587,2966
92,61658,1,92,61658,92,46657,10271,5904
92,61658,2,92,46657,95,72565,9367,5436
92,61658,3,95,72565,103,9025,8719,5130
92,61658,4,103,9025,102,49920,8290,4845
92,61658,5,102,49920,106,14088,7942,4683
92,61658,6,106,14088,105,56590,6850,4111
92,61658,7,105,56590,97,45986,6820,4101
92,61658,8,97,45986,98,38697,6288,3800
92,61658,9,98,38697,98,17877,5840,3553
92,61658,10,98,17877,84,75305,4883,3180
92,61658,11,84,75305,99,46899,4637,2840
18,62197,1,18,62197,18,45220,98542,36663
18,62197,2,18,45220,18,18737,89367,34065
18,62197,3,18,18737,19,69480,83430,33091
18,62197,4,19,69480,19,51095,77142,31802
95,62297,1,95,62297,96,76680,9649,5647
95,62297,2,96,76680,99,44266,8652,5071
95,62297,3,99,44266,105,81623,7621,4385
95,62297,4,105,81623,105,65912,6880,3881
54,63783,1,54,63783,53,54623,26568,12094
54,63783,2,53,54623,53,33385,24403,11362
54,63783,3,53,33385,54,29201,23446,11131
54,63783,4,54,29201,54,61161,22273,10947
54,63783,5,54,61161,52,53870,20429,10152
54,63783,6,52,53870,65,63241,13700,6909
54,63783,7,65,63241,68,39908,12200,6387
54,63783,8,68,39908,67,14171,10765,6058
54,63783,9,67,14171,64,24167,9946,5911
54,63783,10,64,24167,65,22972,8699,5499
54,63783,11,65,22972,76,11336,6247,3993
204,64218,1,204,64218,204,38464,3387,2498
161,64426,1,161,64426,161,46398,4824,3225
161,64426,2,161,46398,162,33450,4463,3031
161,64426,3,162,33450,171,576,4368,2856
161,64426,4,171,576,171,59505,4212,2722
161,64426,5,171,59505,169,65910,4248,2698
138,64597,1,138,64597,138,38242,5654,4422
138,64597,2,138,38242,144,11174,5335,4183
138,64597,3,144,11174,152,43529,5121,4023
138,64597,4,152,43529,160,64525,4336,3390
138,64597,5,160,64525,172,74248,3977,3071
51,65111,1,51,65111,50,58217,28701,13378
51,65111,2,50,58217,49,33050,26416,12243
51,65111,3,49,33050,51,30560,25375,11771
51,65111,4,51,30560,51,52946,24009,11333
51,65111,5,51,52946,48,7492,23241,11065
51,65111,6,48,7492,48,31047,20389,10130
51,65111,7,48,31047,51,11277,18787,10036
51,65111,8,51,11277,51,3732,15305,8261
51,65111,9,51,3732,76,9285,7428,3828
87,65591,1,87,65591,87,53411,10374,5995
87,65591,2,87,53411,85,41863,9717,5535
87,65591,3,85,41863,91,2698,9612,5445
87,65591,4,91,2698,92,11053,8695,4832
87,65591,5,92,11053,93,36649,8268,4537
87,65591,6,93,36649,87,10517,7019,3946
87,65591,7,87,10517,132,55844,5095,2774
154,65809,1,154,65809,155,9269,5039,3538
154,65809,2,155,9269,170,20732,4293,2959
154,65809,3,170,20732,172,56040,3729,2556
154,65809,4,172,56040,182,54184,3799,2592
198,66372,1,198,66372,200,4350,3527,2454
98,66385,1,98,66385,100,16709,8379,3618
98,66385,2,100,16709,113,6055,6248,3020
98,66385,3,113,6055,139,43079,5134,2951
98,66385,4,139,43079,135,5042,4748,3031
121,67030,1,121,67030,122,64122,7038,4647
121,67030,2,122,64122,126,35464,6544,4313
121,67030,3,126,35464,134,29870,6174,4019
121,67030,4,134,29870,123,64833,6105,3917
121,67030,5,123,64833,122,3704,6138,3864
121,67030,6,122,3704,120,80389,5629,3587
121,67030,7,120,80389,112,35386,5840,3796
121,67030,8,112,35386,112,9277,5698,3883
121,67030,9,112,9277,118,382,4682,3149
121,67030,10,118,382,134,7243,3721,2550
15,67490,1,15,67490,15,56239,156677,60017
15,67490,2,15,56239,14,57729,146759,57711
15,67490,3,14,57729,13,35616,138597,57117
15,67490,4,13,35616,12,334,125687,53172
15,67490,5,12,334,18,77959,78717,30839
15,67490,6,18,77959,25,61210,43710,17221
15,67490,6,18,77959,21,65221,20249,8004
15,67490,7,25,61210,26,58304,38845,15378
15,67490,7,21,65221,21,69385,41152,20000
15,67490,8,26,58304,25,37966,34419,14262
15,67490,8,21,69385,21,50050,36585,18669
15,67490,9,25,37966,24,23951,29842,13098
15,67490,9,21,50050,32,67203,15960,8372
15,67490,10,24,23951,21,53092,25943,11612
15,67490,10,32,67203,66,37622,8265,4497
15,67490,11,66,37622,75,26565,6106,3444
15,67490,11,21,53092,22,57611,23723,11151
15,67490,12,22,57611,14,42175,15739,8840
163,67879,1,163,67879,164,44544,4606,3196
163,67879,2,164,44544,176,29814,3742,2518
86,68020,1,86,68020,85,61706,11566,6632
86,68020,2,85,61706,86,79539,11038,6370
86,68020,3,86,79539,86,33481,10911,6384
86,68020,4,86,33481,87,9537,10988,6666
86,68020,5,87,9537,88,25105,10399,6292
201,68724,1,201,68724,201,41118,3505,3003
201,68724,2,201,41118,203,24575,3328,2839
201,68724,3,203,24575,217,22882,3195,2716
167,69030,1,167,69030,166,25588,4638,3033
167,69030,2,166,25588,168,11887,4420,2886
167,69030,3,168,11887,175,42170,4256,2764
61,69065,1,61,69065,60,3173,21986,11397
61,69065,2,60,3173,60,75423,20370,10596
61,69065,3,60,75423,60,54116,19935,10373
61,69065,4,60,54116,58,7568,19605,10339
61,69065,5,58,7568,56,18994,19628,10584
61,69065,6,56,18994,56,73079,15176,8570
61,69065,7,56,73079,56,37254,14620,8673
61,69065,8,56,37254,79,63421,8119,4416
61,69065,9,79,63421,94,74896,6184,3295
61,69065,10,94,74896,104,58996,4851,2687
189,70011,1,189,70011,191,70953,3722,3011
189,70011,2,191,70953,190,4640,3422,2780
189,70011,3,190,4640,200,7434,3432,2702
84,70506,1,84,70506,84,14295,11999,7661
84,70506,2,84,14295,89,78712,10761,6756
84,70506,3,89,78712,93,67536,10157,6339
84,70506,4,93,67536,91,57281,9796,6037
84,70506,5,91,57281,94,36217,9670,6020
84,70506,6,94,36217,89,21977,7847,4782
84,70506,7,89,21977,92,64255,7768,4769
84,70506,8,92,64255,89,32808,6939,4197
84,70506,9,89,32808,90,26873,6282,3677
84,70506,10,90,26873,94,35218,5380,3292
84,70506,11,94,35218,91,58430,4848,3046
47,71069,1,47,71069,46,6440,30200,14337
47,71069,2,46,6440,48,51116,28253,13429
47,71069,3,48,51116,46,42359,27510,13053
47,71069,4,46,42359,48,56591,26657,12750
47,71069,5,48,56591,44,64799,26102,12712
47,71069,6,44,64799,39,58305,23305,11248
47,71069,7,39,58305,38,38065,23785,12526
47,71069,8,38,38065,38,10686,20792,11376
47,71069,9,38,10686,40,65059,17304,9368
47,71069,10,40,65059,39,81473,14605,7828
47,71069,11,39,81473,42,73499,12173,6435
47,71069,12,42,73499,42,27661,6358,3487
24,71237,1,24,71237,24,50020,69755,25962
24,71237,2,24,50020,23,27462,65016,24686
24,71237,3,23,27462,22,16958,61976,23891
24,71237,4,22,16958,23,39005,59396,23183
24,71237,5,23,39005,21,77896,56625,22526
24,71237,6,21,77896,19,20027,49472,20141
24,71237,7,19,20027,20,47470,45540,19222
24,71237,8,20,47470,18,39846,38316,16935
24,71237,9,18,39846,20,79165,34190,15284
24,71237,10,20,79165,15,14313,30765,14336
24,71237,11,15,14313,17,70720,26553,12818
24,71237,12,17,70720,43,51121,6423,3060
24,71237,12,17,70720,32,57931,7355,4193
24,71237,13,43,51121,26,41626,3861,2474
127,71511,1,127,71511,130,50133,6421,3690
127,71511,2,130,50133,139,8412,5908,3415
127,71511,3,139,8412,148,2254,5553,3276
127,71511,4,148,2254,150,44370,5259,3108
127,71511,5,150,44370,158,56304,4948,2962
127,71511,6,158,56304,160,69680,4079,2471
150,71548,1,150,71548,149,6068,5375,4286
150,71548,2,149,6068,153,35030,4937,3905
150,71548,3,153,35030,160,30325,4805,3762
150,71548,4,160,30325,159,54191,4775,3702
150,71548,5,159,54191,153,80774,4722,3623
150,71548,6,153,80774,145,60129,4471,3370
150,71548,7,145,60129,140,52604,4595,3485
124,72454,1,124,72454,124,40915,6807,4523
124,72454,2,124,40915,130,22486,6136,4085
124,72454,3,130,22486,146,36208,5734,3812
124,72454,4,146,36208,148,14471,5348,3528
124,72454,5,148,14471,152,47554,5044,3318
124,72454,6,152,47554,152,29163,4272,2771
124,72454,7,152,29163,155,61827,4262,2791
124,72454,8,155,61827,151,71974,3969,2726
124,72454,9,151,71974,141,372,3892,2722
124,72454,10,141,372,144,19749,3583,2615
130,72680,1,130,72680,128,79698,6282,4634
130,72680,2,128,79698,128,42410,5983,4470
130,72680,3,128,42410,135,11529,6156,4471
130,72680,4,135,11529,129,37763,6052,4398
130,72680,5,129,37763,126,45059,5912,4274
130,72680,6,126,45059,128,30183,5229,3810
130,72680,7,128,30183,130,10892,4847,3495
130,72680,8,130,10892,167,50284,3610,2588
80,72997,1,80,72997,80,20248,12785,6148
80,72997,2,80,20248,82,45428,11952,5760
80,72997,3,82,45428,85,18097,11398,5476
80,72997,4,85,18097,88,60921,10718,5217
80,72997,5,88,60921,91,30899,9918,4920
80,72997,6,91,30899,90,12434,8387,4287
80,72997,7,90,12434,93,3814,7905,4279
80,72997,8,93,3814,93,19869,6928,3662
80,72997,9,93,19869,89,37964,6489,3529
80,72997,10,89,37964,89,13171,5819,3185
80,72997,11,89,13171,95,7436,4783,2595
21,73218,1,21,73218,21,37488,75328,35630
21,73218,2,21,37488,25,63905,65770,31912
21,73218,3,25,63905,113,33049,7898,2874
21,73218,3,25,63905,27,53584,48309,24739
21,73218,4,113,33049,78,28929,7616,2865
21,73218,4,27,53584,31,75473,35426,18504
21,73218,5,78,28929,72,76245,12611,5554
21,73218,5,31,75473,35,23595,30316,15777
21,73218,6,35,23595,44,45043,23008,12623
21,73218,6,72,76245,68,66241,12687,6335
21,73218,7,68,66241,67,2283,12477,6752
21,73218,8,67,2283,64,17442,11291,6457
21,73218,9,64,17442,63,64384,10029,5737
21,73218,10,63,64384,60,8124,8770,5060
21,73218,11,60,8124,58,35146,8110,4864
21,73218,12,58,35146,47,38992,5014,3578
83,73371,1,83,73371,83,27672,12271,6648
83,73371,2,83,27672,88,46387,11069,6176
83,73371,3,88,46387,94,5657,10192,5831
83,73371,4,94,5657,96,43827,9611,5460
83,73371,5,96,43827,99,1360,9175,5216
83,73371,6,99,1360,99,59033,7648,4407
83,73371,7,99,59033,98,77622,6996,4011
83,73371,8,98,77622,109,10261,5703,3278
186,74371,1,186,74371,185,62614,3602,3063
186,74371,2,185,62614,193,23262,3195,2697
3,75101,1,3,75101,4,13755,765974,239228
3,75101,2,4,13755,4,6604,550453,188842
3,75101,2,4,13755,17,25481,84332,27561
3,75101,3,4,6604,4,26288,345509,114099
3,75101,3,4,6604,18,65902,99208,30436
3,75101,3,4,6604,56,68284,23439,7462
3,75101,3,17,25481,17,31655,96098,33198
3,75101,4,4,26288,26,45373,22386,10322
3,75101,4,4,26288,5,74652,254453,71249
3,75101,4,17,31655,17,66431,96353,37716
3,75101,4,18,65902,16,12443,91991,29719
3,75101,5,16,12443,13,4477,99363,38464
3,75101,5,26,45373,22,22731,44759,18057
3,75101,5,17,66431,15,61680,91420,37891
3,75101,5,5,74652,7,70415,226552,63896
3,75101,6,13,4477,12,26123,78206,31971
3,75101,6,22,22731,20,19298,41644,19719
3,75101,6,15,61680,13,18520,74991,33301
3,75101,6,7,70415,7,47145,172913,56518
3,75101,7,13,18520,13,19623,64865,30433
3,75101,7,20,19298,25,9326,29611,14951
3,75101,7,12,26123,11,63928,67387,29093
3,75101,7,7,47145,7,1556,137970,49108
3,75101,7,7,47145,100,48354,7293,3458
3,75101,8,7,1556,6,9811,107308,39599
3,75101,8,25,9326,60,22076,13093,6384
3,75101,8,13,19623,16,62292,52427,25701
3,75101,8,100,48354,88,81609,6784,3265
3,75101,8,11,63928,15,45081,52975,23563
3,75101,9,6,9811,6,41323,89791,35709
3,75101,9,60,22076,66,67572,9766,5299
3,75101,9,15,45081,16,39879,34644,14872
3,75101,9,15,45081,79,44783,8467,4149
3,75101,9,16,62292,14,76048,40205,20220
3,75101,9,88,81609,81,3240,6422,2944
3,75101,10,81,3240,73,35568,6446,3217
3,75101,10,16,39879,20,44507,27531,11666
3,75101,10,6,41323,6,44865,71713,30696
3,75101,10,79,44783,52,66099,8203,4125
3,75101,10,66,67572,71,39119,7625,4751
3,75101,10,14,76048,16,72254,31780,16579
3,75101,11,73,35568,68,75085,6571,3399
3,75101,11,71,39119,70,45159,6080,3937
3,75101,11,20,44507,21,9636,23877,10606
3,75101,11,6,44865,7,65333,58277,25017
3,75101,11,52,66099,50,12164,9711,4980
3,75101,11,16,72254,18,6180,26797,14314
3,75101,12,18,6180,25,34673,10416,6324
3,75101,12,21,9636,15,33177,14796,7918
3,75101,12,50,12164,28,9808,6672,4250
3,75101,12,70,45159,60,13238,3565,2722
3,75101,12,7,65333,6,53215,33087,15949
3,75101,13,15,33177,13,74805,9539,6355
3,75101,13,25,34673,29,25545,4239,2870
3,75101,13,6,53215,9,24916,16522,9067
109,75148,1,109,75148,111,69824,7136,4610
109,75148,2,111,69824,138,65717,5894,4008
109,75148,3,138,65717,145,41291,5335,3576
109,75148,4,145,41291,143,77283,5230,3562
109,75148,5,143,77283,137,49090,5309,3631
109,75148,6,137,49090,147,44930,4659,3339
109,75148,7,147,44930,176,4930,3735,2655
112,75197,1,112,75197,113,19874,7351,4798
112,75197,2,113,19874,118,82123,6621,4289
112,75197,3,118,82123,124,76693,6327,4077
112,75197,4,124,76693,138,16488,5623,3610
112,75197,5,138,16488,141,62121,5160,3324
112,75197,6,141,62121,141,7932,4361,2832
112,75197,7,141,7932,124,71500,4534,2945
112,75197,8,124,71500,137,2528,3932,2619
89,75365,1,89,75365,89,41753,11061,7502
89,75365,2,89,41753,90,24223,10049,6719
89,75365,3,90,24223,95,65932,9628,6469
89,75365,4,95,65932,93,40846,9394,6417
89,75365,5,93,40846,97,31675,9292,6213
89,75365,6,97,31675,98,50732,7107,4791
89,75365,7,98,50732,103,50924,6679,4373
89,75365,8,103,50924,105,68236,6206,3966
89,75365,9,105,68236,95,68815,5835,3834
9,75794,1,9,75794,9,49120,173244,70131
9,75794,2,9,49120,9,80091,155302,64592
9,75794,3,9,80091,87,19788,11248,5662
9,75794,3,9,80091,9,45507,133196,55866
9,75794,4,87,19788,65,55443,9261,4628
9,75794,4,9,45507,14,64908,114923,48291
9,75794,5,65,55443,69,65977,12703,6845
9,75794,5,14,64908,12,59622,103081,44014
9,75794,6,12,59622,11,80206,75480,33272
9,75794,6,69,65977,100,72522,6937,3809
9,75794,7,11,80206,12,63219,66625,29646
9,75794,8,12,63219,13,66915,59269,27478
9,75794,9,13,66915,12,43959,46206,22148
9,75794,10,12,43959,18,26336,27557,12622
9,75794,10,12,43959,43,38447,9474,4278
9,75794,11,18,26336,20,81206,24154,11269
9,75794,11,43,38447,29,16557,12187,5719
9,75794,12,29,16557,50,37757,5481,3082
9,75794,12,20,81206,21,35430,10745,5749
9,75794,13,21,35430,21,10485,5443,3314
6,75996,1,6,75996,69,31791,17412,5205
6,75996,1,6,75996,6,48936,445167,118549
6,75996,2,69,31791,45,38640,17288,5545
6,75996,2,6,48936,6,63484,392073,102239
6,75996,3,45,38640,44,76808,28940,12182
6,75996,3,6,63484,6,45703,355657,94527
6,75996,4,6,45703,7,8617,254234,72110
6,75996,4,44,76808,47,50643,27036,11693
6,75996,5,7,8617,5,37166,199543,55281
6,75996,5,47,50643,46,46770,24332,10578
6,75996,6,5,37166,32,6084,16717,6553
6,75996,6,5,37166,4,47793,186751,49863
6,75996,6,46,46770,53,73585,19147,8199
6,75996,7,32,6084,31,44593,30793,12935
6,75996,7,4,47793,4,846,178872,50142
6,75996,7,53,73585,49,58295,17259,8104
6,75996,8,4,846,3,8928,151769,47000
6,75996,8,31,44593,27,75777,28839,12773
6,75996,8,49,58295,49,51206,16078,8484
6,75996,9,3,8928,3,60399,132577,45389
6,75996,9,49,51206,49,80008,14115,8250
6,75996,9,27,75777,28,17452,25303,11549
6,75996,10,28,17452,25,4222,21311,9932
6,75996,10,3,60399,3,47784,115404,43708
6,75996,10,49,80008,57,10371,9776,6376
6,75996,11,25,4222,26,11121,17361,8418
6,75996,11,57,10371,67,30850,7442,5034
6,75996,11,3,47784,72,19130,6941,3930
6,75996,11,3,47784,3,68248,93109,36174
6,75996,12,26,11121,36,22875,7283,4106
6,75996,12,72,19130,49,52513,4268,2777
6,75996,12,67,30850,67,72746,3413,2698
6,75996,12,3,68248,4,70402,49138,22994
6,75996,13,4,70402,7,50356,22335,10637
6,75996,14,7,50356,7,27048,13529,7156
6,75996,15,7,27048,9,56248,5483,2945
192,76268,1,192,76268,192,39400,3529,2869
192,76268,2,192,39400,211,58941,3113,2551
215,76442,1,215,76442,217,69020,3105,2753
141,77226,1,141,77226,141,44603,5550,2678
141,77226,2,141,44603,145,11744,5220,2656
141,77226,3,145,11744,153,78710,5035,2664
118,77370,1,118,77370,120,5183,7312,5529
118,77370,2,120,5183,121,3381,6861,5206
118,77370,3,121,3381,123,36181,6664,5085
118,77370,4,123,36181,119,12869,6529,4989
118,77370,5,119,12869,128,29055,6271,4796
118,77370,6,128,29055,139,54232,5218,3979
118,77370,7,139,54232,146,75377,4693,3518
118,77370,8,146,75377,152,46443,4208,3064
118,77370,9,152,46443,151,48126,3795,2670
38,78873,1,38,78873,41,65109,25102,14216
38,78873,2,41,65109,156,30581,5037,2704
38,78873,2,41,65109,37,57718,9976,4411
38,78873,3,37,57718,65,2055,6586,2795
38,78873,4,65,2055,104,31463,7789,5061
38,78873,5,104,31463,112,53326,6705,4122
38,78873,6,112,53326,126,1162,4472,2652
35,79147,1,35,79147,35,42038,40986,17253
35,79147,2,35,42038,36,8722,37704,15866
35,79147,3,36,8722,37,35222,35645,15019
35,79147,4,37,35222,39,16016,32914,13971
35,79147,5,39,16016,36,1603,30938,12919
35,79147,6,36,1603,40,15691,26022,10830
35,79147,7,40,15691,40,73289,23697,10118
35,79147,8,40,73289,40,41503,21027,9327
35,79147,9,40,41503,35,4826,19792,9071
35,79147,10,35,4826,30,78285,18527,9000
35,79147,11,30,78285,28,24597,16696,8240
35,79147,12,28,24597,23,73723,10001,5450
12,79314,1,12,79314,12,44280,169104,49998
12,79314,2,12,44280,15,79858,149077,46789
12,79314,3,15,79858,14,24878,133931,44994
12,79314,4,14,24878,15,27741,117960,41878
12,79314,5,15,27741,14,34764,98242,36226
12,79314,6,14,34764,103,3982,7916,3592
12,79314,6,14,34764,15,33884,64741,24642
12,79314,7,103,3982,105,32399,6500,3075
12,79314,7,15,33884,17,73576,51686,19741
12,79314,8,105,32399,99,28735,6114,2901
12,79314,8,17,73576,22,43961,39402,14841
12,79314,9,99,28735,96,8842,5834,2811
12,79314,9,22,43961,21,20367,34233,13161
12,79314,10,96,8842,91,25786,5109,2504
12,79314,10,21,20367,17,49104,30915,12511
12,79314,11,91,25786,92,2258,4796,2251
12,79314,11,17,49104,14,67530,29216,12467
12,79314,12,14,67530,12,61407,18361,9027
12,79314,13,12,61407,19,76470,6331,3601
115,79666,1,115,79666,119,61419,6702,4823
115,79666,2,119,61419,163,76566,4733,3504
115,79666,3,163,76566,184,49973,3928,2895
115,79666,4,184,49973,196,8258,3546,2653
41,79710,1,41,79710,40,25884,34979,15815
41,79710,2,40,25884,42,12365,32428,15078
41,79710,3,42,12365,41,74592,31798,15225
41,79710,4,41,74592,41,27032,31316,15500
41,79710,5,41,27032,39,5274,29284,14912
41,79710,6,39,5274,51,34276,21162,10853
41,79710,7,51,34276,52,59280,18165,9405
41,79710,8,52,59280,52,43389,15209,8082
41,79710,9,52,43389,58,844,11108,5878
41,79710,10,58,844,53,68270,10088,5442
41,79710,11,53,68270,51,61169,9455,5182
41,79710,12,51,61169,37,12245,6166,3934
64,80993,1,64,80993,63,24358,18382,11474
64,80993,2,63,24358,74,48165,11289,7238
64,80993,3,74,48165,159,61056,5244,3234
64,80993,4,159,61056,128,52451,5133,3178
64,80993,5,128,52451,119,4101,5801,3574
64,80993,6,119,4101,132,5744,5074,3141
67,81304,1,67,81304,67,68118,17750,9148
67,81304,2,67,68118,68,10827,15422,7819
67,81304,3,68,10827,70,64219,13951,7124
67,81304,4,70,64219,75,3014,12171,6240
67,81304,5,75,3014,85,25639,10305,5214
67,81304,6,85,25639,104,56792,7498,3999
67,81304,7,104,56792,107,10926,6565,3509
67,81304,8,107,10926,108,65594,5804,3225
67,81304,9,108,65594,99,10423,5568,3090
67,81304,10,99,10423,88,16579,5432,3217
67,81304,11,88,16579,93,37478,4974,3161
144,81447,1,144,81447,142,29939,5511,3094
144,81447,2,142,29939,143,60845,5335,2995
144,81447,3,143,60845,128,15451,5675,3070
144,81447,4,128,15451,116,11940,6414,3163
144,81447,5,116,11940,114,48933,6678,3250
144,81447,6,114,48933,123,20359,5451,2670
147,81820,1,147,81820,150,68018,4510,3271
147,81820,2,150,68018,154,46018,3994,2866
44,82096,1,44,82096,44,68110,31465,16110
44,82096,2,44,68110,52,38054,26760,13668
44,82096,3,52,38054,53,61946,24142,12337
44,82096,4,53,61946,53,56237,22132,11349
44,82096,5,53,56237,54,32403,20551,10615
44,82096,6,54,32403,59,76659,16632,8728
44,82096,7,59,76659,60,49577,14976,7951
44,82096,8,60,49577,57,4475,12930,7075
44,82096,9,57,4475,56,35950,11620,6770
44,82096,10,56,35950,54,6165,10314,6240
44,82096,11,54,6165,55,41690,8971,5648
44,82096,12,55,41690,62,25099,4475,3303
170,82159,1,170,82159,171,40330,4582,3517
170,82159,2,171,40330,173,24379,4334,3329
170,82159,3,173,24379,178,45086,4217,3194
170,82159,4,178,45086,181,22655,4071,3039
170,82159,5,181,22655,175,69995,3969,2895
