NowGroup,NowHalo,CurrentTime,CurrentGrp,CurrentHalo,NextGrp,NextHalo,SharedParticleCount,SharedDarkParticleCount
42,29434,8,44,1111,46,42748,17815,8569
42,29434,9,46,42748,46,79039,15293,7532
42,29434,10,46,79039,42,20063,13354,6701
42,29434,11,42,20063,43,71507,11511,6084
148,29464,1,148,29464,137,21179,5427,2585
148,29464,2,137,21179,129,31242,5572,2641
148,29464,3,129,31242,138,54507,5886,2737
205,29728,1,205,29728,208,78866,3353,3007
78,29940,1,78,29940,78,12359,13510,8349
78,29940,2,78,12359,79,51870,12357,7801
78,29940,3,79,51870,79,79854,12180,7897
78,29940,4,79,79854,85,72846,10708,7201
78,29940,5,85,72846,86,55471,9764,6728
78,29940,6,86,55471,178,41696,3803,2782
101,29948,1,101,29948,102,78878,8292,5384
101,29948,2,102,78878,109,63614,6989,4612
101,29948,3,109,63614,117,20642,6447,4352
101,29948,4,117,20642,134,57480,5818,3823
101,29948,5,134,57480,157,40557,4905,3270
181,30058,1,181,30058,180,15561,3770,3056
181,30058,2,180,15561,178,70695,3599,2915
181,30058,3,178,70695,187,18659,3573,2891
151,30858,1,151,30858,152,10120,4689,3781
151,30858,2,152,10120,169,77138,3992,3180
76,31506,1,76,31506,75,8415,14315,7877
76,31506,2,75,8415,76,44278,13511,7429
76,31506,3,76,44278,77,30526,13157,7213
76,31506,4,77,30526,77,31273,12899,7075
76,31506,5,77,31273,77,7935,12670,6959
76,31506,6,77,7935,75,52182,11482,6242
76,31506,7,75,52182,73,31513,11225,6053
76,31506,8,73,31513,70,27205,10456,5675
76,31506,9,70,27205,67,7642,9920,5354
76,31506,10,67,7642,61,59491,9059,4952
76,31506,11,61,59491,59,51533,8375,4640
76,31506,12,59,51533,39,27875,5482,3462
76,31506,13,39,27875,28,66549,4216,2796
174,31841,1,174,31841,173,69865,4014,3605
174,31841,2,173,69865,179,51997,3804,3419
174,31841,3,179,51997,189,34451,3633,3246
174,31841,4,189,34451,197,57007,3437,3044
174,31841,5,197,57007,199,39100,3404,2928
75,32238,1,75,32238,76,75458,13892,7807
75,32238,2,76,75458,78,44096,12642,7071
75,32238,3,78,44096,82,81453,12045,6552
75,32238,4,82,81453,86,68851,11376,6156
75,32238,5,86,68851,83,44639,11193,6218
75,32238,6,83,44639,78,34456,10178,5857
75,32238,7,78,34456,80,17555,9759,5741
75,32238,8,80,17555,82,61717,8315,5030
75,32238,9,82,61717,88,66092,6726,3899
75,32238,10,88,66092,93,64943,5459,3172
75,32238,11,93,64943,88,60776,4938,2935
2,32541,1,2,32541,2,64582,1194025,275807
2,32541,2,2,64582,108,56041,7790,3417
2,32541,2,2,64582,2,56168,1119831,252069
2,32541,3,108,56041,97,7142,7669,3461
2,32541,3,2,56168,2,1958,1064663,236102
2,32541,4,2,1958,2,74387,1020175,223661
2,32541,4,97,7142,100,31167,7973,3499
2,32541,5,100,31167,108,23087,7286,3278
2,32541,5,2,74387,65,24432,16808,7629
2,32541,5,2,74387,2,27740,965711,206673
2,32541,6,108,23087,116,54253,5822,2834
2,32541,6,65,24432,58,8350,15860,7502
2,32541,6,2,27740,2,59738,856535,170433
2,32541,7,58,8350,55,62634,16754,8187
2,32541,7,116,54253,110,15252,5719,2910
2,32541,7,2,59738,2,40555,798776,161951
2,32541,8,110,15252,119,67055,5169,2929
2,32541,8,2,40555,2,67189,718366,150579
2,32541,8,55,62634,50,55872,15582,7689
2,32541,9,50,55872,44,7808,15257,7684
2,32541,9,2,67189,2,41996,632817,142298
2,32541,9,2,67189,74,57599,9588,4528
2,32541,10,44,7808,35,49602,14916,7888
2,32541,10,2,41996,2,5167,545828,135093
2,32541,10,74,57599,62,11150,8438,4138
2,32541,11,2,5167,1,33454,480321,116964
2,32541,11,2,5167,37,67521,14833,5988
2,32541,11,62,11150,64,34718,7798,3977
2,32541,11,35,49602,36,73621,13985,7475
2,32541,12,1,33454,1,60457,127352,65727
2,32541,12,1,33454,7,81067,26005,13914
2,32541,12,64,34718,58,77661,4178,2637
2,32541,12,36,73621,27,65769,8326,4839
2,32541,13,1,60457,1,46115,87961,38969
2,32541,13,7,81067,6,23452,21132,9070
2,32541,14,6,23452,6,79172,14306,7118
2,32541,14,1,46115,1,806,41786,19752
2,32541,15,1,806,8,3717,6252,2992
2,32541,15,1,806,1,14054,16063,7571
2,32541,15,6,79172,3,42621,10498,5955
2,32541,16,1,14054,1,6838,6748,3696
45,32728,1,45,32728,3,30440,32042,10504
45,32728,2,3,30440,35,68323,37579,13034
45,32728,2,3,30440,92,80254,9999,3835
45,32728,3,35,68323,24,53855,30798,11623
45,32728,3,92,80254,90,66860,8478,3672
45,32728,4,24,53855,22,49130,39282,16854
45,32728,4,90,66860,79,63826,10390,4251
45,32728,5,22,49130,37,56104,29746,12474
45,32728,5,79,63826,67,71119,12068,5297
45,32728,6,37,56104,47,38662,21686,9749
45,32728,6,67,71119,61,9415,13412,6552
45,32728,7,61,9415,62,46740,14009,6983
45,32728,7,47,38662,50,20089,18021,8338
45,32728,8,50,20089,55,47859,13230,6353
45,32728,8,62,46740,62,77218,11730,6111
45,32728,9,55,47859,75,82090,8739,4242
45,32728,9,62,77218,62,63789,10629,6047
45,32728,10,62,63789,55,73807,9062,5236
45,32728,11,55,73807,61,29396,8207,4832
45,32728,12,61,29396,41,63152,5417,3655
184,33030,1,184,33030,184,12976,3355,2812
184,33030,2,184,12976,183,54687,3090,2604
188,33494,1,188,33494,190,13573,3762,3035
188,33494,2,190,13573,199,29245,3502,2812
188,33494,3,199,29245,213,55750,3279,2611
8,34528,1,8,34528,8,69561,246121,66880
8,34528,2,8,69561,8,48593,220938,61502
8,34528,3,8,48593,8,1503,201068,58456
8,34528,4,8,1503,8,76247,182151,55672
8,34528,5,8,76247,8,42595,168779,54378
8,34528,6,8,42595,8,78078,133530,46889
8,34528,7,8,78078,8,63792,121060,46766
8,34528,8,8,63792,7,61534,101828,41603
8,34528,9,7,61534,53,36944,12656,6049
8,34528,9,7,61534,7,39122,75102,31313
8,34528,10,53,36944,45,16703,11539,5672
8,34528,10,7,39122,7,77966,67794,30794
8,34528,11,45,16703,45,53657,10847,5506
8,34528,11,7,77966,6,18088,61696,30742
8,34528,12,6,18088,13,22841,19572,11005
8,34528,12,6,18088,26,65907,9845,5391
8,34528,12,45,53657,65,20716,4314,2321
8,34528,13,13,22841,17,16942,6665,4316
8,34528,13,26,65907,15,30879,6597,4224
111,34671,1,111,34671,112,53904,7507,5202
111,34671,2,112,53904,124,3181,5972,4245
111,34671,3,124,3181,136,62553,4599,3359
111,34671,4,136,62553,144,27118,4814,3366
111,34671,5,144,27118,149,52220,4126,2873
178,35453,1,178,35453,178,32946,4066,3372
178,35453,2,178,32946,177,13542,3807,3159
178,35453,3,177,13542,182,80835,3906,3208
178,35453,4,182,80835,185,73834,3932,3200
178,35453,5,185,73834,188,42541,3706,2972
68,36279,1,68,36279,66,20484,18163,8889
68,36279,2,66,20484,65,12189,16823,8539
68,36279,3,65,12189,66,51479,16321,8814
68,36279,4,66,51479,70,32811,13827,7809
68,36279,5,70,32811,78,58163,11732,7030
68,36279,6,78,58163,96,14365,8031,4856
68,36279,7,96,14365,89,61643,7777,4656
68,36279,8,89,61643,78,65243,7903,5012
68,36279,9,78,65243,80,19750,7716,5241
68,36279,10,80,19750,106,43277,4070,2694
187,36523,1,187,36523,186,28190,3700,2899
187,36523,2,186,28190,185,42813,3457,2701
187,36523,3,185,42813,194,209,3532,2640
210,36665,1,210,36665,210,14498,3192,2553
191,36823,1,191,36823,189,27608,3763,3029
191,36823,2,189,27608,192,78415,3502,2817
191,36823,3,192,78415,201,74514,3469,2774
71,37599,1,71,37599,71,72139,16023,10172
71,37599,2,71,72139,71,17445,14700,9446
71,37599,3,71,17445,72,36377,14314,9399
71,37599,4,72,36377,74,19978,13303,8841
71,37599,5,74,19978,80,12442,11609,7767
71,37599,6,80,12442,102,53103,6940,4755
71,37599,7,102,53103,123,70101,5521,3753
180,37679,1,180,37679,181,11343,3792,2961
180,37679,2,181,11343,198,80306,3305,2578
105,38282,1,105,38282,105,77139,8281,5291
105,38282,2,105,77139,105,56705,7705,4976
105,38282,3,105,56705,104,54664,7872,4967
105,38282,4,104,54664,103,43143,7789,5009
105,38282,5,103,43143,103,12435,7533,4932
105,38282,6,103,12435,121,33732,5558,3867
105,38282,7,121,33732,142,26065,4397,2943
105,38282,8,142,26065,140,18138,4018,2602
81,38810,1,81,38810,81,13026,12519,7055
81,38810,2,81,13026,84,2255,11584,6515
81,38810,3,84,2255,89,56157,11087,6202
81,38810,4,89,56157,89,82064,10534,5892
81,38810,5,89,82064,90,40355,10193,5657
81,38810,6,90,40355,88,78201,8657,4912
81,38810,7,88,78201,90,449,7973,4526
81,38810,8,90,449,86,10413,7245,4130
81,38810,9,86,10413,77,56525,7023,3949
81,38810,10,77,56525,69,40910,7165,4196
81,38810,11,69,40910,60,38058,6525,3820
104,38925,1,104,38925,106,22755,8406,5678
104,38925,2,106,22755,111,52694,7624,5142
104,38925,3,111,52694,116,34044,7238,4886
104,38925,4,116,34044,112,18341,7112,4819
104,38925,5,112,18341,113,67272,7088,4811
104,38925,6,113,67272,111,78353,6236,4249
104,38925,7,111,78353,106,20744,6252,4345
104,38925,8,106,20744,115,11275,5842,3961
104,38925,9,115,11275,115,44152,4997,3366
104,38925,10,115,44152,108,3949,3948,2629
208,39197,1,208,39197,209,28200,3337,3019
85,39479,1,85,39479,86,37123,11564,6910
85,39479,2,86,37123,93,20578,9561,5697
85,39479,3,93,20578,102,79892,8440,5121
85,39479,4,102,79892,109,68501,7666,4747
85,39479,5,109,68501,109,18439,7032,4474
85,39479,6,109,18439,114,81042,5862,3898
85,39479,7,114,81042,121,69303,5299,3688
85,39479,8,121,69303,130,67855,4396,3220
85,39479,9,130,67855,150,6567,3774,2660
108,39631,1,108,39631,108,68229,8094,5681
108,39631,2,108,68229,110,7720,7568,5285
108,39631,3,110,7720,115,47895,7254,5006
108,39631,4,115,47895,110,37048,7222,4856
108,39631,5,110,37048,110,70211,7153,4758
108,39631,6,110,70211,113,53227,6396,4250
108,39631,7,113,53227,136,23015,4449,2846
1,40271,1,1,40271,1,14759,1284199,260415
1,40271,2,1,14759,1,2058,1214471,239519
1,40271,3,1,2058,1,55725,1159091,227914
1,40271,4,1,55725,1,28146,1103749,217008
1,40271,5,1,28146,1,59832,1054301,207585
1,40271,6,1,59832,1,45485,919912,175849
1,40271,7,1,45485,1,81194,852724,171814
1,40271,8,1,81194,114,1489,6129,2722
1,40271,8,1,81194,1,67975,740988,157809
1,40271,9,1,67975,1,35127,645339,155800
1,40271,10,1,35127,1,76046,538817,152484
1,40271,11,1,76046,2,22160,450937,158226
1,40271,12,2,22160,2,5624,153072,68157
1,40271,12,2,22160,5,9841,46748,16699
1,40271,12,2,22160,3,48526,61446,24181
1,40271,13,2,5624,5,28627,28970,11286
1,40271,13,2,5624,3,39438,42293,18246
1,40271,13,2,5624,16,76412,8158,4040
1,40271,13,5,9841,4,50146,34518,13314
1,40271,13,3,48526,2,35600,39406,18122
1,40271,14,5,28627,4,15041,18860,8531
1,40271,14,2,35600,5,12490,19268,9598
1,40271,14,3,39438,3,75649,24215,10671
1,40271,14,4,50146,2,43501,22494,11273
1,40271,14,16,76412,12,66245,4622,2805
1,40271,15,5,12490,6,50782,7973,4221
1,40271,15,4,15041,4,61574,9963,5546
1,40271,15,2,43501,5,16575,8638,5196
1,40271,15,3,75649,2,66515,15855,7892
213,40292,1,213,40292,213,13560,3231,2846
213,40292,2,213,13560,209,60537,3078,2706
5,40523,1,5,40523,5,65597,484964,116042
5,40523,2,5,65597,5,46246,432734,109719
5,40523,3,5,46246,5,22858,381389,108587
5,40523,4,5,22858,4,33467,314006,104046
5,40523,5,4,33467,59,2459,20205,7259
5,40523,5,4,33467,4,61818,259065,85224
5,40523,6,59,2459,41,36365,18757,7378
5,40523,6,4,61818,6,6892,180027,62899
5,40523,7,6,6892,5,41908,155564,58366
5,40523,7,41,36365,39,32979,24263,10788
5,40523,8,39,32979,37,21853,22059,10271
5,40523,8,5,41908,5,69544,128842,51629
5,40523,9,37,21853,33,42747,21262,10013
5,40523,9,5,69544,5,55453,104961,44381
5,40523,10,33,42747,28,5835,20021,9949
5,40523,10,5,55453,5,167,84784,37404
5,40523,11,5,167,5,25174,58919,25481
5,40523,11,5,167,63,44140,8276,3710
5,40523,11,28,5835,25,20940,18385,9311
5,40523,12,25,20940,57,41928,5106,2775
5,40523,12,5,25174,8,8905,31855,15078
5,40523,13,8,8905,12,30608,12804,7042
5,40523,14,12,30608,11,14380,5813,3434
5,40523,15,11,14380,10,63269,4287,2759
207,41371,1,207,41371,205,77224,3192,2806
207,41371,2,205,77224,210,17991,3024,2662
99,41714,1,99,41714,97,455,9027,5234
99,41714,2,97,455,101,20205,7064,4150
99,41714,3,101,20205,114,24281,6355,3531
99,41714,4,114,24281,137,77520,5521,3141
99,41714,5,137,77520,142,15168,5111,2998
99,41714,6,142,15168,137,68491,4265,2573
34,42126,1,34,42126,34,16598,41710,16744
34,42126,2,34,16598,38,172,36205,15068
34,42126,3,38,172,38,53265,32742,14247
34,42126,4,38,53265,42,17402,30842,13398
34,42126,5,42,17402,40,65200,28426,12780
34,42126,6,40,65200,49,22555,21865,9584
34,42126,7,49,22555,47,19056,19715,8685
34,42126,8,47,19056,45,70712,17216,8037
34,42126,9,45,70712,48,48153,14605,7031
34,42126,10,48,48153,47,33112,11810,5797
34,42126,11,47,33112,46,1200,10473,5369
34,42126,12,46,1200,35,67706,6508,4029
34,42126,13,35,67706,37,3759,3667,2413
140,42159,1,140,42159,143,211,5681,4172
140,42159,2,143,211,147,3354,5329,3912
140,42159,3,147,3354,151,15435,5157,3804
140,42159,4,151,15435,151,19787,5036,3614
140,42159,5,151,19787,160,34505,4786,3369
140,42159,6,160,34505,148,29973,4268,2895
140,42159,7,148,29973,128,10368,4792,3113
140,42159,8,128,10368,127,49190,4450,2950
140,42159,9,127,49190,117,57215,4612,2933
97,43537,1,97,43537,98,38425,9269,5266
97,43537,2,98,38425,100,18671,8525,4910
97,43537,3,100,18671,108,21222,8206,4783
97,43537,4,108,21222,108,72790,7765,4580
97,43537,5,108,72790,107,59874,7421,4383
97,43537,6,107,59874,107,48504,6208,3687
97,43537,7,107,48504,104,82046,6410,3845
97,43537,8,104,82046,107,68025,5984,3858
97,43537,9,107,68025,102,10685,4989,3385
74,43553,1,74,43553,74,1300,14279,8991
74,43553,2,74,1300,75,70847,13111,8274
74,43553,3,75,70847,75,49359,12540,7962
74,43553,4,75,49359,80,63706,11736,7424
74,43553,5,80,63706,84,60371,11257,7052
74,43553,6,84,60371,81,33496,9346,5883
74,43553,7,81,33496,81,70474,8658,5261
74,43553,8,81,70474,84,50180,7914,4691
74,43553,9,84,50180,83,35526,7355,4475
74,43553,10,83,35526,78,73490,6519,4103
74,43553,11,78,73490,80,69721,6201,4035
177,43729,1,177,43729,177,72269,3745,2936
177,43729,2,177,72269,181,71785,3372,2616
4,43956,1,4,43956,3,30440,740703,222055
4,43956,2,3,30440,3,61087,638859,189931
4,43956,2,3,30440,35,68323,37579,13034
4,43956,3,3,61087,3,33595,554551,159361
4,43956,3,35,68323,24,53855,30798,11623
4,43956,4,3,33595,3,70212,496511,142854
4,43956,4,24,53855,22,49130,39282,16854
4,43956,5,22,49130,37,56104,29746,12474
4,43956,5,3,70212,3,14395,428836,128333
4,43956,5,3,70212,64,34177,17519,2826
4,43956,6,3,14395,3,2289,256369,80695
4,43956,6,3,14395,24,56166,33758,11700
4,43956,6,37,56104,47,38662,21686,9749
4,43956,7,3,2289,3,26181,181326,54491
4,43956,7,47,38662,50,20089,18021,8338
4,43956,7,24,56166,16,6909,43970,14344
4,43956,8,16,6909,14,19031,52483,22890
4,43956,8,50,20089,55,47859,13230,6353
4,43956,8,3,26181,4,73374,135474,46843
4,43956,9,14,19031,13,36205,45807,22111
4,43956,9,4,73374,4,41512,115900,45472
4,43956,10,13,36205,11,26180,39610,19688
4,43956,10,4,41512,4,77663,98910,46205
4,43956,11,11,26180,13,62915,33116,16510
4,43956,11,4,77663,4,50549,76704,37400
4,43956,12,4,50549,34,11302,8088,4066
4,43956,12,4,50549,18,27445,14205,7286
4,43956,12,13,62915,16,11029,14400,7804
4,43956,13,16,11029,14,71556,8757,5206
4,43956,14,14,71556,14,17372,5433,3437
77,44904,1,77,44904,77,16885,13689,7082
77,44904,2,77,16885,77,52876,12303,6589
77,44904,3,77,52876,80,35864,11899,6480
77,44904,4,80,35864,84,5948,11186,6255
77,44904,5,84,5948,87,34319,10138,5557
77,44904,6,87,34319,83,15048,8581,5088
77,44904,7,83,15048,84,67162,8485,5225
77,44904,8,84,67162,94,22880,7023,4422
107,45345,1,107,45345,109,28090,7842,5986
107,45345,2,109,28090,112,62606,6806,5239
107,45345,3,112,62606,132,10826,5829,4514
107,45345,4,132,10826,175,22948,3942,3077
137,45668,1,137,45668,140,2521,5826,4372
137,45668,2,140,2521,152,30965,5102,3872
137,45668,3,152,30965,163,44264,4674,3591
137,45668,4,163,44264,166,79890,4437,3437
137,45668,5,166,79890,177,8109,4029,3135
114,46183,1,114,46183,115,46641,7501,4236
114,46183,2,115,46641,120,60330,6195,3533
114,46183,3,120,60330,127,75718,5143,3011
114,46183,4,127,75718,130,46448,4883,2883
114,46183,5,130,46448,143,63822,4664,2752
128,46642,1,128,46642,131,81302,6373,4850
128,46642,2,131,81302,135,69609,5855,4484
128,46642,3,135,69609,143,30720,5712,4313
128,46642,4,143,30720,145,17457,5498,4111
128,46642,5,145,17457,144,64783,5358,3972
128,46642,6,144,64783,142,58578,4708,3496
128,46642,7,142,58578,139,23354,4781,3492
128,46642,8,139,23354,141,13234,4230,3052
128,46642,9,141,13234,119,30934,4126,2993
128,46642,10,119,30934,107,75469,4164,3052
128,46642,11,107,75469,107,33464,3823,2828
31,47089,1,31,47089,31,80640,51372,22508
31,47089,2,31,80640,32,70478,46496,20727
31,47089,3,32,70478,34,25795,42187,19174
31,47089,4,34,25795,35,682,37628,16957
31,47089,5,35,682,33,16527,34756,15866
31,47089,6,33,16527,36,62056,27891,12814
31,47089,7,36,62056,37,72812,26167,12623
31,47089,8,37,72812,36,64816,22561,11257
31,47089,9,36,64816,36,53955,20033,10148
31,47089,10,36,53955,31,6153,17131,8971
31,47089,11,31,6153,32,306,15490,8491
217,48041,1,217,48041,220,47,3105,2750
103,48374,1,103,48374,104,13177,7768,4907
103,48374,2,104,13177,117,54319,6528,4127
103,48374,3,117,54319,156,77693,5133,3376
103,48374,4,156,77693,172,80666,3921,2749
48,48883,1,48,48883,47,49334,28579,14481
48,48883,2,47,49334,56,39602,21419,10659
48,48883,3,56,39602,64,59486,18342,9039
48,48883,4,64,59486,66,79946,15871,7685
48,48883,5,66,79946,73,71679,14433,7143
48,48883,6,73,71679,72,23023,12014,6180
48,48883,7,72,23023,70,4332,11522,6186
48,48883,8,70,4332,71,20152,10200,5517
48,48883,9,71,20152,72,68806,9401,4911
48,48883,10,72,68806,64,60175,8653,4784
48,48883,11,64,60175,62,48622,8100,4705
48,48883,12,62,48622,52,76815,4897,3099
25,48989,1,25,48989,25,81292,60703,29502
25,48989,2,25,81292,26,33060,55637,27891
25,48989,3,26,33060,28,21178,51621,26855
25,48989,4,28,21178,28,53770,43954,22833
25,48989,5,28,53770,31,32390,35639,18895
25,48989,6,31,32390,38,33734,27548,15119
25,48989,7,38,33734,54,11615,15181,8525
25,48989,7,38,33734,116,24203,6093,3198
25,48989,8,54,11615,59,78253,12299,6756
25,48989,8,116,24203,96,25255,5570,3044
25,48989,9,96,25255,93,33978,6038,3620
25,48989,9,59,78253,54,25264,11536,6429
25,48989,10,54,25264,49,65422,10996,6226
25,48989,10,93,33978,80,39569,5832,3684
25,48989,11,80,39569,83,66793,5593,3433
25,48989,11,49,65422,44,8727,11172,6612
25,48989,12,44,8727,31,9521,6969,4924
183,49168,1,183,49168,183,21531,3843,2484
106,49394,1,106,49394,107,14147,8242,5930
106,49394,2,107,14147,106,61324,7793,5583
106,49394,3,106,61324,111,15893,7591,5351
106,49394,4,111,15893,106,37752,7367,5174
106,49394,5,106,37752,105,26741,7157,4757
106,49394,6,105,26741,106,4316,6039,4098
106,49394,7,106,4316,96,7366,6238,4245
106,49394,8,96,7366,100,21644,6427,4258
106,49394,9,100,21644,110,25558,3935,2639
23,50077,1,23,50077,23,6122,72345,26458
23,50077,2,23,6122,24,20390,66153,24369
23,50077,3,24,20390,23,9539,61408,23106
23,50077,4,23,9539,24,51289,57223,22025
23,50077,5,24,51289,23,45895,53489,21017
23,50077,6,23,45895,23,17930,45520,18363
23,50077,7,23,17930,23,54765,42817,18602
23,50077,8,23,54765,20,35320,39009,17910
23,50077,9,20,35320,17,75623,36792,17833
23,50077,10,17,75623,13,69447,34168,17970
23,50077,11,13,69447,15,7635,29617,16055
23,50077,12,15,7635,22,28123,11524,6262
23,50077,13,22,28123,18,13047,6041,3418
23,50077,14,18,13047,13,37230,4451,2887
143,50299,1,143,50299,146,25021,5548,3987
143,50299,2,146,25021,149,68759,5162,3695
143,50299,3,149,68759,154,21535,4975,3486
143,50299,4,154,21535,158,2086,4854,3349
143,50299,5,158,2086,154,7953,4730,3232
143,50299,6,154,7953,138,10176,4470,2949
143,50299,7,138,10176,133,17251,5041,3229
143,50299,8,133,17251,132,39599,4667,3114
63,50481,1,63,50481,62,31126,20763,10237
63,50481,2,62,31126,61,839,19462,9577
63,50481,3,61,839,63,46710,18937,9109
63,50481,4,63,46710,61,6005,17715,8807
63,50481,5,61,6005,62,20410,17721,8979
63,50481,6,62,20410,63,1575,15123,7862
63,50481,7,63,1575,61,38049,14112,7549
63,50481,8,61,38049,63,27062,12198,6743
63,50481,9,63,27062,68,73372,9237,5108
63,50481,10,68,73372,72,51077,7824,4202
63,50481,11,72,51077,69,1190,6810,3630
22,50737,1,22,50737,22,78274,68452,26365
22,50737,2,22,78274,22,38463,61402,23855
22,50737,3,22,38463,25,16688,56039,22091
22,50737,4,25,16688,25,56428,48195,18909
22,50737,5,25,56428,24,79477,42667,16517
22,50737,6,24,79477,28,63516,34287,13497
22,50737,7,28,63516,28,43210,32272,13419
22,50737,8,28,43210,28,41325,29063,13104
22,50737,9,28,41325,26,59237,24892,11938
22,50737,10,26,59237,26,48067,22058,11394
22,50737,11,26,48067,27,45439,16758,8893
22,50737,12,27,45439,59,26131,4992,2913
100,50995,1,100,50995,101,41111,8112,5523
100,50995,2,101,41111,102,54063,7437,5183
100,50995,3,102,54063,120,23197,5598,3529
40,51665,1,40,51665,39,32270,36172,16483
40,51665,2,39,32270,40,61391,33274,15788
40,51665,3,40,61391,39,38806,29558,14505
40,51665,4,39,38806,40,66230,27175,14064
40,51665,5,40,66230,38,57135,25997,13965
40,51665,6,38,57135,95,23039,4874,2684
40,51665,7,95,23039,113,273,6157,3643
40,51665,8,113,273,111,69556,5437,3376
40,51665,9,111,69556,112,38929,4844,3208
131,51882,1,131,51882,132,35981,6046,4438
131,51882,2,132,35981,142,9425,5435,4005
131,51882,3,142,9425,150,75686,4768,3552
131,51882,4,150,75686,161,7140,4312,3265
28,52005,1,28,52005,27,51072,55477,23113
28,52005,2,27,51072,28,72808,49397,21119
28,52005,3,28,72808,29,13227,45434,20140
28,52005,4,29,13227,29,596,42143,19625
28,52005,5,29,596,26,16014,39557,18604
28,52005,6,26,16014,33,48695,30456,14835
28,52005,7,33,48695,29,59307,28078,14746
28,52005,8,29,59307,30,74900,27178,15900
28,52005,9,30,74900,38,4583,18994,11498
28,52005,10,38,4583,44,19773,12148,7736
28,52005,11,44,19773,49,18720,10457,6845
28,52005,12,49,18720,75,58135,3621,2905
209,52465,1,209,52465,206,20344,3326,2759
209,52465,2,206,20344,207,1235,3116,2577
37,52646,1,37,52646,37,1623,38927,18753
37,52646,2,37,1623,39,10308,35769,17597
37,52646,3,39,10308,40,31745,32244,15671
37,52646,4,40,31745,44,42668,29571,14463
37,52646,5,44,42668,43,40944,28322,13881
37,52646,6,43,40944,46,17921,21741,10576
37,52646,7,46,17921,46,75351,19343,9290
37,52646,8,46,75351,47,59018,17671,8077
37,52646,9,47,59018,43,79330,16343,7598
37,52646,10,43,79330,33,82078,15551,7438
37,52646,11,33,82078,31,35642,15312,7654
37,52646,12,31,35642,24,67225,9759,5475
26,53026,1,26,53026,26,31604,56114,21458
26,53026,2,26,31604,27,28025,50420,19513
26,53026,3,27,28025,30,61938,44237,16502
26,53026,4,30,61938,32,4621,38280,14093
26,53026,5,32,4621,28,35752,36217,13658
26,53026,6,28,35752,37,81205,20802,7317
26,53026,7,37,81205,59,23021,13287,5478
26,53026,8,59,23021,72,51362,5302,2129
132,53597,1,132,53597,133,48105,6082,4058
132,53597,2,133,48105,137,73053,5788,3860
132,53597,3,137,73053,140,25709,5727,3758
132,53597,4,140,25709,136,40741,5679,3567
132,53597,5,136,40741,134,36868,5709,3467
132,53597,6,134,36868,119,14377,5328,3218
132,53597,7,119,14377,111,47209,6071,3407
132,53597,8,111,47209,117,22866,5772,3305
135,53807,1,135,53807,136,27272,6116,4516
135,53807,2,136,27272,140,61456,5604,4059
135,53807,3,140,61456,144,53254,5480,3932
135,53807,4,144,53254,142,13866,5410,3825
135,53807,5,142,13866,138,19976,5644,3841
135,53807,6,138,19976,129,17754,5004,3347
135,53807,7,129,17754,125,9412,4953,3327
135,53807,8,125,9412,145,64917,4086,2680
169,54378,1,169,54378,167,48069,4596,2708
169,54378,2,167,48069,171,12832,4236,2540
212,54789,1,212,54789,215,39591,3197,2463
57,55081,1,57,55081,56,56569,24414,15106
57,55081,2,56,56569,64,18143,15568,9437
57,55081,3,64,18143,76,79589,12819,7327
57,55081,4,76,79589,81,31381,11754,6670
57,55081,5,81,31381,82,15846,11165,6361
57,55081,6,82,15846,79,55624,9623,5339
57,55081,7,79,55624,77,14517,9346,5365
57,55081,8,77,14517,80,6908,8202,5000
57,55081,9,80,6908,85,47093,7171,4449
57,55081,10,85,47093,82,87,5524,3372
157,55178,1,157,55178,157,10947,4590,3313
157,55178,2,157,10947,174,16089,3754,2684
60,55455,1,60,55455,58,47876,20976,10803
60,55455,2,58,47876,63,77002,17417,8890
60,55455,3,63,77002,71,3746,15027,7395
60,55455,4,71,3746,71,25196,13704,6900
60,55455,5,71,25196,74,8889,13173,6667
60,55455,6,74,8889,70,47492,10680,5653
60,55455,7,70,47492,72,79352,9673,5228
60,55455,8,72,79352,75,56188,7876,4496
129,55871,1,129,55871,129,7545,6429,5207
129,55871,2,129,7545,136,26526,5893,4759
129,55871,3,136,26526,147,76679,5633,4475
129,55871,4,147,76679,147,24422,5334,4207
129,55871,5,147,24422,146,54159,5242,4111
129,55871,6,146,54159,144,33684,4614,3571
129,55871,7,144,33684,141,42871,4605,3503
129,55871,8,141,42871,136,75493,4280,3200
129,55871,9,136,75493,136,51361,4021,2846
129,55871,10,136,51361,126,63786,3819,2708
129,55871,11,126,63786,112,15007,3682,2600
238,56570,1,238,56570,240,18839,2781,2559
134,56825,1,134,56825,135,32616,6151,4067
134,56825,2,135,32616,141,71043,5753,3807
134,56825,3,141,71043,142,39079,5532,3632
134,56825,4,142,39079,139,46081,5618,3601
134,56825,5,139,46081,130,79945,5852,3808
134,56825,6,130,79945,125,20806,5177,3587
134,56825,7,125,20806,127,72520,5160,3588
134,56825,8,127,72520,134,15230,4641,3378
195,57687,1,195,57687,196,57634,3605,3064
195,57687,2,196,57634,201,71209,3273,2798
195,57687,3,201,71209,191,14995,3280,2788
172,57703,1,172,57703,170,52755,4494,3566
172,57703,2,170,52755,157,52335,4499,3580
172,57703,3,157,52335,166,49047,4700,3679
172,57703,4,166,49047,162,46090,4596,3568
