nowGroup,grpID,timeStep,mass,totalParticles,HI,prog,massRatio
31077,50257,5,339072.9383,1,0,0,-1
31077,14839,7,4747021.136,14,0,0,-1
31077,29865,4,1695364.691,5,0,0,-1
31077,42100,5,3051656.444,9,0,0,-1
31077,29400,2,1356291.753,4,0,0,-1
31077,42010,5,1.97E+07,58,0,0,-1
31077,36919,3,2373510.568,7,0,0,-1
31077,30176,3,1356291.753,4,0,0,-1
31077,30224,3,2712583.506,8,0,0,-1
31077,30289,3,1017218.815,3,0,0,-1
31077,29485,2,1356291.753,4,0,0,-1
31077,15133,7,678145.8766,2,0,0,-1
31077,42110,5,339072.9383,1,0,0,-1
31077,15049,7,339072.9383,1,0,0,-1
31077,29411,2,339072.9383,1,0,0,-1
31077,15095,6,1695364.691,5,0,0,-1
31077,29824,4,4068875.259,12,0,0,-1
31077,41969,5,2373510.568,7,0,0,-1
31077,29551,2,1017218.815,3,0,0,-1
31077,37775,4,1017218.815,3,0,0,-1
31077,42063,5,3051656.444,9,0,0,-1
31077,29769,4,2.00E+07,59,0,0,-1
31077,15196,7,3729802.321,11,0,0,-1
31077,15422,6,2034437.63,6,0,0,-1
31077,15091,7,7120531.704,21,0,0,-1
31077,42011,5,1.02E+07,30,0,0,-1
31077,30254,3,6781458.766,20,0,0,-1
31077,29494,2,1.06E+08,320,3.192427363,0,-1
31077,29898,4,339072.9383,1,0,0,-1
31077,29459,2,1356291.753,4,0,0,-1
31077,15053,7,4.93E+07,153,2.687845015,0,-1
31077,26879,6,3475823.634,11,7.62E-04,0,-1
31077,30104,4,3390729.383,10,0,0,-1
31077,47087,5,2712583.506,8,0,0,-1
31077,22206,7,678145.8766,2,0,0,-1
31077,29927,4,6442385.827,19,0,0,-1
31077,41945,5,6442385.827,19,0,0,-1
31077,27266,7,3051656.444,9,0,0,-1
31077,29936,4,1356291.753,4,0,0,-1
31077,14864,7,1.07E+09,3256,1.906341863,0,-1
31077,18568,6,2.19E+08,653,0.05066686,0,-1
31077,15190,7,4.40E+07,132,0.222971882,0,-1
31077,29422,2,2.48E+07,73,0,0,-1
31077,29858,4,1.02E+07,30,0,0,-1
31077,42165,5,678145.8766,2,0,0,-1
31077,29841,4,1695364.691,5,0,0,-1
31077,42167,5,1695364.691,5,0,0,-1
31077,25524,6,4747021.136,14,0,0,-1
31077,15043,7,1.03E+07,34,0.324937446,0,-1
31077,30193,4,1356291.753,4,0,0,-1
31077,15383,6,1.53E+07,45,0,0,-1
31077,29446,2,1356291.753,4,0,0,-1
31077,14863,7,3051656.444,9,0,0,-1
31077,29750,4,3051656.444,9,0,0,-1
31077,15169,6,2034437.63,6,0,0,-1
31077,22992,7,4068875.259,12,0,0,-1
31077,30452,3,6781458.766,20,0,0,-1
31077,15027,7,8.72E+07,259,0,0,-1
31077,42054,5,5425167.012,16,0,0,-1
31077,37118,3,1695364.691,5,0,0,-1
31077,29428,2,6103312.889,18,0,0,-1
31077,29778,4,1.09E+07,33,0,0,-1
31077,29615,4,678145.8766,2,0,0,-1
31077,29761,4,1017218.815,3,0,0,-1
31077,53108,5,1356291.753,4,0,0,-1
31077,41937,5,1.49E+07,44,0,0,-1
31077,30015,4,2373510.568,7,0,0,-1
31077,41965,5,1356291.753,4,0,0,-1
31077,14885,7,1.32E+07,39,0,0,-1
31077,33806,4,1695364.691,5,0,0,-1
31077,21852,6,2373510.568,7,0,0,-1
31077,41971,5,7165263.4,22,0,0,-1
31077,14867,7,1356291.753,4,0,0,-1
31077,15129,6,4.49E+07,135,0,0,-1
31077,30070,4,1.04E+07,31,0.052008741,0,-1
31077,30038,4,1695364.691,5,0,0,-1
31077,30326,3,3390729.383,10,0,0,-1
31077,30307,3,4747021.136,14,0,0,-1
31077,15181,6,3390729.383,10,0,0,-1
31077,21088,7,2712583.506,8,0,0,-1
31077,14799,7,2034437.63,6,0,0,-1
31077,15176,7,3.54E+07,107,0,0,-1
31077,46998,5,339072.9383,1,0,0,-1
31077,29755,4,2712583.506,8,0,0,-1
31077,30052,4,1017218.815,3,0,0,-1
31077,14881,6,1017218.815,3,0,0,-1
31077,30420,3,339072.9383,1,0,0,-1
31077,15390,6,1356291.753,4,0,0,-1
31077,30085,4,8137750.519,24,0,0,-1
31077,15197,6,1.39E+07,42,1.769685209,0,-1
31077,15104,7,3.30E+07,100,0,0,-1
31077,30443,3,3729802.321,11,0,0,-1
31077,14906,7,2373510.568,7,0,0,-1
31077,41924,5,2034437.63,6,0,0,-1
31077,42273,5,2585595.883,8,0.016076986,0,-1
31077,29982,4,6.98E+07,210,0.428462666,0,-1
31077,41949,5,1017218.815,3,0,0,-1
31077,30382,3,4407948.198,13,0,0,-1
31077,14869,7,1.09E+07,32,0,0,-1
31077,30083,4,678145.8766,2,0,0,-1
31077,33803,4,1695364.691,5,0,0,-1
31077,18574,6,6.37E+07,192,0.018488207,0,-1
31077,14938,7,9833115.21,29,0,0,-1
31077,14844,7,7459604.642,22,0,0,-1
31077,29295,2,2034437.63,6,0,0,-1
31077,15182,7,339072.9383,1,0,0,-1
31077,29934,4,1017218.815,3,0,0,-1
31077,33805,4,1.84E+08,558,3.558635728,0,-1
31077,32908,4,339072.9383,1,0,0,-1
31077,30368,3,3051656.444,9,0,0,-1
31077,14910,7,4068875.259,12,0,0,-1
31077,42333,5,2.58E+07,76,0,0,-1
31077,15171,6,9283262.724,30,1.740148261,0,-1
31077,42033,5,5425167.012,16,0,0,-1
31077,15148,6,6442385.827,19,0,0,-1
31077,30408,3,2034437.63,6,0,0,-1
31077,22547,7,5086094.074,15,0,0,-1
31077,42226,5,339072.9383,1,0,0,-1
31077,41973,5,1.82E+08,543,0,0,-1
31077,15085,7,4450019.213,14,0,0,-1
31077,29445,2,1356291.753,4,0,0,-1
31077,29788,4,2712583.506,8,0,0,-1
31077,29837,4,1356291.753,4,0,0,-1
31077,29963,4,5.64E+07,170,0.02329362,0,-1
31077,30115,4,1695364.691,5,0,0,-1
31077,15139,6,1695364.691,5,0,0,-1
31077,42269,5,3051656.444,9,0,0,-1
31077,23397,7,1017218.815,3,0,0,-1
31077,14893,7,5425167.012,16,0,0,-1
31077,29252,2,1.58E+09,4912,52.47407857,0,-1
31077,15151,7,4747021.136,14,0,0,-1
31077,15157,7,2.38E+07,71,0,0,-1
31077,42052,5,7459604.642,22,0,0,-1
31077,14945,7,4068875.259,12,0,0,-1
31077,15288,6,4068875.259,12,0,0,-1
31077,15077,6,678145.8766,2,0,0,-1
31077,47251,5,339072.9383,1,0,0,-1
31077,30257,3,2712583.506,8,0,0,-1
31077,42197,5,2712583.506,8,0,0,-1
31077,41101,3,678145.8766,2,0,0,-1
31077,29973,4,339072.9383,1,0,0,-1
31077,15284,6,5086094.074,15,0,0,-1
31077,15059,6,1.03E+08,310,0,0,-1
31077,15124,7,5425167.012,16,0,0,-1
31077,30165,3,2373510.568,7,0,0,-1
31077,42065,5,4407948.198,13,0,0,-1
31077,42184,5,3051656.444,9,0,0,-1
31077,42088,5,3390729.383,10,0,0,-1
31077,45352,5,3009761.373,10,0.002103532,0,-1
31077,14879,7,3051656.444,9,0,0,-1
31077,29419,2,4747021.136,14,0,0,-1
31077,30416,3,2034437.63,6,0,0,-1
31077,15315,6,1017218.815,3,0,0,-1
31077,15180,7,1017218.815,3,0,0,-1
31077,42253,5,2.66E+07,81,0.029149618,0,-1
31077,42024,5,1017218.815,3,0,0,-1
31077,15334,6,3.33E+07,99,0,0,-1
31077,42003,5,678145.8766,2,0,0,-1
31077,15340,6,4068875.259,12,0,0,-1
31077,35595,3,1017218.815,3,0,0,-1
31077,14832,7,8858190.75,27,0,0,-1
31077,30481,3,339072.9383,1,0,0,-1
31077,29926,4,678145.8766,2,0,0,-1
31077,22991,7,1695364.691,5,0,0,-1
31077,41955,5,3051656.444,9,0,0,-1
31077,15278,6,1356291.753,4,0,0,-1
31077,42160,5,1017218.815,3,0,0,-1
31077,30371,3,3051656.444,9,0,0,-1
31077,42131,5,5086094.074,15,0,0,-1
31077,29517,2,5.07E+08,1527,22.03765018,0,-1
31077,42181,5,2373510.568,7,0,0,-1
31077,29967,4,2373510.568,7,0,0,-1
31077,32873,4,7.99E+07,239,0.002862786,0,-1
31077,30291,3,1017218.815,3,0,0,-1
31077,15084,6,3390729.383,10,0,0,-1
31077,42178,5,1356291.753,4,0,0,-1
31077,15185,6,1.26E+08,390,0,0,-1
31077,30062,4,7247260.511,24,0,0,-1
31077,15125,7,1.59E+07,47,0,0,-1
31077,29321,2,1.57E+07,49,0,0,-1
31077,15039,6,2712583.506,8,0,0,-1
31077,42255,5,1.12E+07,33,0,0,-1
31077,30497,3,1356291.753,4,0,0,-1
31077,21438,7,3390729.383,10,0,0,-1
31077,42148,5,1.60E+07,48,0,0,-1
31077,14983,7,5425167.012,16,0,0,-1
31077,29363,2,1695364.691,5,0,0,-1
31077,30223,3,4747021.136,14,0,0,-1
31077,14727,7,2712583.506,8,0,0,-1
31077,30069,4,1356291.753,4,0,0,-1
31077,15096,6,5425167.012,16,0,0,-1
31077,42141,5,1695364.691,5,0,0,-1
31077,42059,5,1017218.815,3,0,0,-1
31077,19136,7,1017218.815,3,0,0,-1
31077,23906,7,1356291.753,4,0,0,-1
31077,18505,7,1.32E+07,39,0,0,-1
31077,15356,6,2034437.63,6,0,0,-1
31077,18573,6,4407948.198,13,0,0,-1
31077,48553,5,339072.9383,1,0,0,-1
31077,42104,5,8.37E+07,251,0.46640254,0,-1
31077,15382,6,2.27E+07,67,0,0,-1
31077,29931,4,339072.9383,1,0,0,-1
31077,15070,6,1695364.691,5,0,0,-1
31077,54395,5,2373510.568,7,0,0,-1
31077,42004,5,7.47E+08,2259,0.216609004,0,-1
31077,42017,5,4407948.198,13,0,0,-1
31077,15024,7,5425167.012,16,0,0,-1
31077,30023,4,1.23E+07,37,0,0,-1
31077,29765,4,2034437.63,6,0,0,-1
31077,42073,5,1356291.753,4,0,0,-1
31077,30331,3,3051656.444,9,0,0,-1
31077,30101,4,2.31E+07,68,0,0,-1
31077,42257,5,678145.8766,2,0,0,-1
31077,17639,7,7120531.704,21,0,0,-1
31077,15292,6,1.36E+07,40,0,0,-1
31077,15056,6,1356291.753,4,0,0,-1
31077,29281,2,678145.8766,2,0,0,-1
31077,42188,5,1695364.691,5,0,0,-1
31077,15089,7,2.62E+07,78,0,0,-1
31077,30355,3,6781458.766,20,0,0,-1
31077,29392,2,3.98E+07,120,0,0,-1
31077,29773,4,1.66E+07,49,0,0,-1
31077,15270,7,1.58E+08,492,11.87656224,0,-1
31077,30476,3,2.68E+07,79,0,0,-1
31077,22036,7,339072.9383,1,0,0,-1
31077,42154,5,5086094.074,15,0,0,-1
31077,29754,4,1356291.753,4,0,0,-1
31077,29997,4,6.54E+10,225579,12215.92461,1,-1
31077,15338,6,1017218.815,3,0,0,-1
31077,14970,7,4068875.259,12,0,0,-1
31077,14892,7,3729802.321,11,0,0,-1
31077,29848,4,2.48E+07,73,0,0,-1
31077,29904,4,678145.8766,2,0,0,-1
31077,15274,6,6103312.889,18,0,0,-1
31077,15187,6,7798677.58,23,0,0,-1
31077,29835,4,3729802.321,11,0,0,-1
31077,29364,2,2712583.506,8,0,0,-1
31077,41956,5,4068875.259,12,0,0,-1
31077,29762,4,1017218.815,3,0,0,-1
31077,22873,6,1695364.691,5,0,0,-1
31077,30468,3,678145.8766,2,0,0,-1
31077,29856,4,1017218.815,3,0,0,-1
31077,15085,6,2.38E+07,71,0,0,-1
31077,42075,5,2712583.506,8,0,0,-1
31077,29318,2,678145.8766,2,0,0,-1
31077,14726,7,339072.9383,1,0,0,-1
31077,30285,3,339072.9383,1,0,0,-1
31077,15185,7,4068875.259,12,0,0,-1
31077,18506,7,5764239.951,17,0,0,-1
31077,14968,7,5764239.951,17,0,0,-1
31077,14859,7,2.03E+07,60,0,0,-1
31077,14895,7,3390729.383,10,0,0,-1
31077,30338,3,8476823.457,25,0,0,-1
31077,25026,7,678145.8766,2,0,0,-1
31077,41941,5,3390729.383,10,0,0,-1
31077,15202,6,1.05E+07,31,0,0,-1
31077,30356,3,678145.8766,2,0,0,-1
31077,30415,3,2034437.63,6,0,0,-1
31077,15013,7,1.29E+07,38,0,0,-1
31077,30472,3,3390729.383,10,0,0,-1
31077,29782,4,2712583.506,8,0,0,-1
31077,15003,7,5764239.951,17,0,0,-1
31077,41922,5,1356291.753,4,0,0,-1
31077,21383,7,5086094.074,15,0,0,-1
31077,15346,6,678145.8766,2,0,0,-1
31077,29482,2,5764239.951,17,0,0,-1
31077,15155,7,3729802.321,11,0,0,-1
31077,30217,3,3729802.321,11,0,0,-1
31077,15153,6,1.56E+07,46,0,0,-1
31077,29863,4,1356291.753,4,0,0,-1
31077,42212,5,3390729.383,10,0,0,-1
31077,42041,5,4407948.198,13,0,0,-1
31077,30263,3,4747021.136,14,0,0,-1
31077,14923,7,1017218.815,3,0,0,-1
31077,39499,4,6103312.889,18,0,0,-1
31077,29373,2,2034437.63,6,0,0,-1
31077,30459,3,2.52E+07,76,0,0,-1
31077,15112,7,3.65E+07,111,2.289950728,0,-1
31077,14969,7,1.05E+07,31,0,0,-1
31077,29748,4,4407948.198,13,0,0,-1
31077,29893,4,1356291.753,4,0,0,-1
31077,52404,5,2034437.63,6,0,0,-1
31077,25304,6,678145.8766,2,0,0,-1
31077,42218,5,4068875.259,12,0,0,-1
31077,15369,6,339072.9383,1,0,0,-1
31077,15083,7,1356291.753,4,0,0,-1
31077,15075,7,9833115.21,29,0,0,-1
31077,15070,7,2034437.63,6,0,0,-1
31077,30299,3,5086094.074,15,0,0,-1
31077,15431,6,678145.8766,2,0,0,-1
31077,29857,4,3390729.383,10,0,0,-1
31077,29880,4,2034437.63,6,0,0,-1
31077,42180,5,4747021.136,14,0,0,-1
31077,15061,6,2712583.506,8,0,0,-1
31077,45355,5,3390729.383,10,0,0,-1
31077,14853,7,5425167.012,16,0,0,-1
31077,29441,2,4747021.136,14,0,0,-1
31077,14901,7,5764239.951,17,0,0,-1
31077,30248,3,1.29E+07,38,0,0,-1
31077,30167,3,2712583.506,8,0,0,-1
31077,15395,6,4.75E+07,140,0,0,-1
31077,41961,5,3729802.321,11,0,0,-1
31077,14966,7,1.22E+07,36,0,0,-1
31077,15015,7,1356291.753,4,0,0,-1
31077,29876,4,3729802.321,11,0,0,-1
31077,41919,5,1017218.815,3,0,0,-1
31077,42213,5,3729802.321,11,0,0,-1
31077,15031,6,3390729.383,10,0,0,-1
31077,42103,5,1695364.691,5,0,0,-1
31077,29267,2,3390729.383,10,0,0,-1
31077,14980,7,2373510.568,7,0,0,-1
31077,15049,6,2712583.506,8,0,0,-1
31077,15191,6,1.39E+07,41,0,0,-1
31077,14835,7,1.70E+07,50,0,0,-1
31077,14871,7,8815896.395,26,0,0,-1
31077,30328,3,1017218.815,3,0,0,-1
31077,15089,6,1.49E+07,44,0,0,-1
31077,29894,4,2.31E+07,69,0,0,-1
31077,15121,7,3390729.383,10,0,0,-1
31077,21259,7,6781458.766,20,0,0,-1
31077,42042,5,1356291.753,4,0,0,-1
31077,15374,6,5086094.074,15,0,0,-1
31077,22986,6,339072.9383,1,0,0,-1
31077,30309,3,2712583.506,8,0,0,-1
31077,30098,4,339072.9383,1,0,0,-1
31077,29315,2,678145.8766,2,0,0,-1
31077,30445,3,1.00E+08,306,8.674360546,0,-1
31077,14988,7,3390729.383,10,0,0,-1
31077,29334,2,6442385.827,19,0,0,-1
31077,14971,7,1356291.753,4,0,0,-1
31077,15193,7,2712583.506,8,0,0,-1
31077,30454,3,2373510.568,7,0,0,-1
31077,26858,6,678145.8766,2,0,0,-1
31077,42029,5,678145.8766,2,0,0,-1
31077,48139,5,1017218.815,3,0,0,-1
31077,42032,5,2373510.568,7,0,0,-1
31077,29527,2,678145.8766,2,0,0,-1
31077,14987,6,2.12E+07,67,0.156497441,0,-1
31077,29404,2,1356291.753,4,0,0,-1
31077,15304,7,2.34E+09,7300,194.1869103,0,-1
31077,14990,7,6781458.766,20,0,0,-1
31077,41984,5,1.66E+07,49,0,0,-1
31077,42018,5,2712583.506,8,0,0,-1
31077,42057,5,7048660.044,22,0.180733472,0,-1
31077,42263,5,8815896.395,26,0,0,-1
31077,25785,6,1695364.691,5,0,0,-1
31077,30406,3,8857492.487,27,0,0,-1
31077,33778,3,2712583.506,8,0,0,-1
31077,35867,2,2034437.63,6,0,0,-1
31077,29859,4,2373510.568,7,0,0,-1
31077,26952,7,9.58E+07,286,0.001770713,0,-1
31077,30103,4,4068875.259,12,0,0,-1
31077,30155,4,9833115.21,29,0,0,-1
31077,15211,6,2.24E+07,66,0,0,-1
31077,29849,4,1.90E+07,56,0,0,-1
31077,29990,4,1.05E+07,31,0,0,-1
31077,15203,6,1017218.815,3,0,0,-1
31077,15217,6,678145.8766,2,0,0,-1
31077,15144,7,1.24E+07,37,0.025388476,0,-1
31077,29779,4,2373510.568,7,0,0,-1
31077,15279,6,4407948.198,13,0,0,-1
31077,29262,2,1017218.815,3,0,0,-1
31077,42115,5,678145.8766,2,0,0,-1
31077,15326,6,1017218.815,3,0,0,-1
31077,15158,7,339072.9383,1,0,0,-1
31077,42216,5,6781458.766,20,0,0,-1
31077,27510,6,339072.9383,1,0,0,-1
31077,41975,5,1.64E+08,502,2.446375839,0,-1
31077,29329,2,1695364.691,5,0,0,-1
31077,29447,2,1017218.815,3,0,0,-1
31077,15104,6,2373510.568,7,0,0,-1
31077,42225,5,339072.9383,1,0,0,-1
31077,29616,4,5816688.26,18,0,0,-1
31077,29979,3,4.99E+07,149,0.030095421,0,-1
31077,14937,7,1.40E+07,44,0.210605897,0,-1
31077,30286,3,5764239.951,17,0,0,-1
31077,30003,4,2712583.506,8,0,0,-1
31077,15359,6,1017218.815,3,0,0,-1
31077,42014,5,1.86E+07,55,0,0,-1
31077,29344,2,339072.9383,1,0,0,-1
31077,29838,4,1017218.815,3,0,0,-1
31077,26161,6,1356291.753,4,0,0,-1
31077,14883,6,2034437.63,6,0,0,-1
31077,18572,6,1.08E+08,330,4.48867536,0,-1
31077,30172,3,339072.9383,1,0,0,-1
31077,42037,5,2.58E+07,76,0,0,-1
31077,30233,3,1695364.691,5,0,0,-1
31077,29808,4,7459604.642,22,0,0,-1
31077,15364,6,2373510.568,7,0,0,-1
31077,14855,7,2034437.63,6,0,0,-1
31077,30161,4,1356291.753,4,0,0,-1
31077,15329,6,8182208.823,25,0,0,-1
31077,17497,7,3390729.383,10,0,0,-1
31077,30236,3,678145.8766,2,0,0,-1
31077,29759,4,5764239.951,17,0,0,-1
31077,38320,4,1017218.815,3,0,0,-1
31077,15373,6,1356291.753,4,0,0,-1
31077,15021,7,1356291.753,4,0,0,-1
31077,14851,7,1.76E+07,52,0,0,-1
31077,30327,3,1.87E+07,56,0,0,-1
31077,30157,4,678145.8766,2,0,0,-1
31077,30388,3,1356291.753,4,0,0,-1
31077,41935,5,1.09E+07,33,0,0,-1
31077,49755,5,4068875.259,12,0,0,-1
31077,29378,2,2.72E+07,82,0,0,-1
31077,41951,5,4407948.198,13,0,0,-1
31077,15105,7,3729802.321,11,0,0,-1
31077,42221,5,2373510.568,7,0,0,-1
31077,30001,4,2373510.568,7,0,0,-1
31077,30474,3,1017218.815,3,0,0,-1
31077,14975,7,1.93E+07,57,0,0,-1
31077,29360,2,8.27E+07,255,4.46057957,0,-1
31077,15343,6,1.36E+07,41,0,0,-1
31077,30081,4,7120531.704,21,0,0,-1
31077,15206,7,1017218.815,3,0,0,-1
31077,30374,3,1356291.753,4,0,0,-1
31077,29787,4,2712583.506,8,0,0,-1
31077,29885,4,4068875.259,12,0,0,-1
31077,29357,2,2.37E+08,716,3.517874778,0,-1
31077,30265,3,1695364.691,5,0,0,-1
31077,30438,3,6103312.889,18,0,0,-1
31077,42222,5,1695364.691,5,0,0,-1
31077,29286,2,1695364.691,5,0,0,-1
31077,15375,6,1.32E+07,39,0,0,-1
31077,15142,6,1017218.815,3,0,0,-1
31077,30099,4,2373510.568,7,0,0,-1
31077,25388,6,2034437.63,6,0,0,-1
31077,42068,5,1017218.815,3,0,0,-1
31077,30150,3,678145.8766,2,0,0,-1
31077,14846,7,4407948.198,13,0,0,-1
31077,29916,4,1356291.753,4,0,0,-1
31077,15212,6,6781458.766,20,0,0,-1
31077,29307,2,3729802.321,11,0,0,-1
31077,30059,4,1695364.691,5,0,0,-1
31077,30105,4,9494042.272,28,0,0,-1
31077,15035,7,9.44E+07,281,0,0,-1
31077,29981,4,6781458.766,20,0,0,-1
31077,29888,4,1695364.691,5,0,0,-1
31077,15155,6,1017218.815,3,0,0,-1
31077,14962,7,1017218.815,3,0,0,-1
31077,17686,7,2.64E+08,802,14.10489068,0,-1
31077,15099,6,2712583.506,8,0,0,-1
31077,29279,2,1017218.815,3,0,0,-1
31077,15227,6,678145.8766,2,0,0,-1
31077,41990,5,2373510.568,7,0,0,-1
31077,42026,5,9494042.272,28,0,0,-1
31077,30026,4,1695364.691,5,0,0,-1
31077,29860,4,1356291.753,4,0,0,-1
31077,15172,6,2.56E+07,76,0.061625529,0,-1
31077,21934,6,339072.9383,1,0,0,-1
31077,15111,6,678145.8766,2,0,0,-1
31077,15056,7,2373510.568,7,0,0,-1
31077,42149,5,2034437.63,6,0,0,-1
31077,29385,2,2712583.506,8,0,0,-1
31077,15312,6,8476823.457,25,0,0,-1
31077,32736,4,6.55E+07,198,0.032089763,0,-1
31077,14933,7,2.54E+07,78,0.292845864,0,-1
31077,27509,6,1.12E+07,33,0,0,-1
31077,15229,6,1017218.815,3,0,0,-1
31077,42094,5,3729802.321,11,0,0,-1
31077,45353,5,2712583.506,8,0,0,-1
31077,15100,6,6103312.889,18,0,0,-1
31077,18507,7,3.32E+07,102,0.167331652,0,-1
31077,15039,7,1017218.815,3,0,0,-1
31077,15164,7,4.50E+09,14501,830.6336346,0,-1
31077,36797,4,2373510.568,7,0,0,-1
31077,20581,6,1695364.691,5,0,0,-1
31077,29466,2,678145.8766,2,0,0,-1
31077,15289,7,3.28E+07,97,0.027113246,0,-1
31077,15145,6,4068875.259,12,0,0,-1
31077,15044,6,339072.9383,1,0,0,-1
31077,15068,6,2712583.506,8,0,0,-1
31077,15099,7,8.60E+07,258,0,0,-1
31077,15153,7,2712583.506,8,0,0,-1
31077,47086,5,678145.8766,2,0,0,-1
31077,29282,2,1356291.753,4,0,0,-1
31077,29980,4,2712583.506,8,0,0,-1
31077,14909,7,3.06E+07,93,0.056876712,0,-1
31077,15182,6,4068875.259,12,0,0,-1
31077,15116,6,1356291.753,4,0,0,-1
31077,15175,7,2034437.63,6,0,0,-1
31077,30322,3,678145.8766,2,0,0,-1
31077,42198,5,1.31E+07,42,5.519079983,0,-1
31077,25252,7,1017218.815,3,0,0,-1
31077,14908,7,2712583.506,8,0,0,-1
31077,29870,4,9833115.21,29,0,0,-1
31077,15260,7,3729802.321,11,0,0,-1
31077,42177,5,1017218.815,3,0,0,-1
31077,29443,2,1695364.691,5,0,0,-1
31077,29387,2,1.25E+07,37,0,0,-1
31077,41930,5,3390729.383,10,0,0,-1
31077,15277,6,1.25E+07,37,0,0,-1
31077,29918,4,3390729.383,10,0,0,-1
31077,41960,5,1356291.753,4,0,0,-1
31077,42278,5,339072.9383,1,0,0,-1
31077,38499,2,678145.8766,2,0,0,-1
31077,30343,3,2.31E+07,68,0,0,-1
31077,29971,4,1017218.815,3,0,0,-1
31077,42051,5,3051656.444,9,0,0,-1
31077,29526,2,1017218.815,3,0,0,-1
31077,30151,3,1695364.691,5,0,0,-1
31077,22985,6,4407948.198,13,0,0,-1
31077,14925,7,1017218.815,3,0,0,-1
31077,15020,7,2034437.63,6,0,0,-1
31077,23804,6,678145.8766,2,0,0,-1
31077,14949,7,2373510.568,7,0,0,-1
31077,22552,6,1356291.753,4,0,0,-1
31077,15100,7,1356291.753,4,0,0,-1
31077,29862,4,9154969.333,27,0,0,-1
31077,29845,4,3390729.383,10,0,0,-1
31077,30027,4,2373510.568,7,0,0,-1
31077,29892,4,1695364.691,5,0,0,-1
31077,29912,4,2034437.63,6,0,0,-1
31077,15184,7,3729802.321,11,0,0,-1
31077,30161,3,6442385.827,19,0,0,-1
31077,15149,7,3.13E+07,95,0,0,-1
31077,15363,6,7798677.58,23,0,0,-1
31077,29533,2,3051656.444,9,0,0,-1
31077,14964,7,1017218.815,3,0,0,-1
31077,14920,7,5764239.951,17,0,0,-1
31077,14932,7,7120531.704,21,0,0,-1
31077,41940,5,3051656.444,9,0,0,-1
31077,15188,7,8815896.395,26,0,0,-1
31077,15146,6,2.59E+07,79,0.709322311,0,-1
31077,29864,4,1017218.815,3,0,0,-1
31077,30498,3,1017218.815,3,0,0,-1
31077,30298,3,2034437.63,6,0,0,-1
31077,15358,6,2373510.568,7,0,0,-1
31077,30234,3,678145.8766,2,0,0,-1
31077,48756,5,3051656.444,9,0,0,-1
31077,15213,6,8815896.395,26,0,0,-1
31077,30301,3,1695364.691,5,0,0,-1
31077,15190,6,1.86E+07,55,0,0,-1
31077,14862,7,5.44E+07,163,0,0,-1
31077,15082,7,3390729.383,10,0,0,-1
31077,30378,3,2712583.506,8,0,0,-1
31077,29479,2,2373510.568,7,0,0,-1
31077,24499,7,6103312.889,18,0,0,-1
31077,29974,4,3.31E+07,102,0.84916003,0,-1
31077,18349,7,2.70E+07,81,0.020634447,0,-1
31077,42072,5,2034437.63,6,0,0,-1
31077,29939,4,3.72E+07,115,2.419335281,0,-1
31077,30047,4,2373510.568,7,0,0,-1
31077,29814,4,4068875.259,12,0,0,-1
31077,15080,6,2373510.568,7,0,0,-1
31077,29287,2,1017218.815,3,0,0,-1
31077,41923,5,3729802.321,11,0,0,-1
31077,30377,3,1017218.815,3,0,0,-1
31077,41967,5,3051656.444,9,0,0,-1
31077,29917,4,1017218.815,3,0,0,-1
31077,30031,4,1356291.753,4,0,0,-1
31077,29487,2,1017218.815,3,0,0,-1
31077,20211,6,5637250.6,17,6.37E-04,0,-1
31077,42056,5,3051656.444,9,0,0,-1
31077,15352,6,339072.9383,1,0,0,-1
31077,30315,3,1017218.815,3,0,0,-1
31077,30197,4,1.95E+09,5992,43.172731,0,-1
31077,30292,3,1695364.691,5,0,0,-1
31077,32742,4,2034437.63,6,0,0,-1
31077,52468,5,1017218.815,3,0,0,-1
31077,15140,6,5086094.074,15,0,0,-1
31077,29801,4,678145.8766,2,0,0,-1
31077,17634,7,339072.9383,1,0,0,-1
31077,29535,2,1695364.691,5,0,0,-1
31077,15314,6,5804921.453,18,0,0,-1
31077,15102,6,4068875.259,12,0,0,-1
31077,42081,5,6442385.827,19,0,0,-1
31077,29275,2,1356291.753,4,0,0,-1
31077,15055,6,1356291.753,4,0,0,-1
31077,29844,4,3051656.444,9,0,0,-1
31077,42339,5,4.79E+07,142,0.441776708,0,-1
31077,15179,6,6781458.766,20,0,0,-1
31077,29924,4,1356291.753,4,0,0,-1
31077,15152,7,7.01E+07,207,0.002365005,0,-1
31077,30056,4,1.19E+07,36,0,0,-1
31077,29785,4,2.24E+07,67,0,0,-1
31077,25861,7,1017218.815,3,0,0,-1
31077,29520,2,7120531.704,21,0,0,-1
31077,29525,2,339072.9383,1,0,0,-1
31077,29772,4,6103312.889,18,0,0,-1
31077,29213,2,2373510.568,7,0,0,-1
31077,15040,7,2.46E+07,73,0.001660867,0,-1
31077,30190,3,3051656.444,9,0,0,-1
31077,42028,5,2.03E+07,60,0,0,-1
31077,30275,3,3729802.321,11,0,0,-1
31077,15230,6,3390729.383,10,0,0,-1
31077,29809,4,3.22E+07,95,0,0,-1
31077,42252,5,1695364.691,5,0,0,-1
31077,14884,7,6103312.889,18,0,0,-1
31077,29960,4,9.13E+07,280,4.924178245,0,-1
31077,42062,5,2373510.568,7,0,0,-1
