nowGroup,grpID,timeStep,mass,totalParticles,HI,prog,massRatio
31077,42092,5,1695364.691,5,0,0,-1
31077,15139,7,5425167.012,16,0,0,-1
31077,14994,6,1017218.815,3,0,0,-1
31077,30193,3,6.88E+07,210,0,0,-1
31077,14913,7,4407948.198,13,0,0,-1
31077,30435,3,8476823.457,25,0,0,-1
31077,42264,5,2.41E+07,71,0,0,-1
31077,29999,4,678145.8766,2,0,0,-1
31077,48246,5,2373510.568,7,0,0,-1
31077,29797,4,5.90E+07,183,3.378385185,0,-1
31077,36039,3,2034437.63,6,0,0,-1
31077,15040,6,5425167.012,16,0,0,-1
31077,30464,3,1356291.753,4,0,0,-1
31077,14745,7,678145.8766,2,0,0,-1
31077,30178,3,1.70E+07,50,0,0,-1
31077,15159,7,2.92E+07,86,0,0,-1
31077,29847,4,4747021.136,14,0,0,-1
31077,27310,6,7798677.58,23,0,0,-1
31077,30050,4,4747021.136,14,0,0,-1
31077,15110,7,3.28E+08,1022,57.18911382,0,-1
31077,29943,4,2373510.568,7,0,0,-1
31077,30058,4,678145.8766,2,0,0,-1
31077,29489,2,2.75E+07,81,0,0,-1
31077,30359,3,2.41E+07,71,0,0,-1
31077,29380,2,678145.8766,2,0,0,-1
31077,42228,5,1017218.815,3,0,0,-1
31077,15095,7,4747021.136,14,0,0,-1
31077,29872,4,7459604.642,22,0,0,-1
31077,29366,2,339072.9383,1,0,0,-1
31077,15062,7,2373510.568,7,0,0,-1
31077,29261,2,1356291.753,4,0,0,-1
31077,22867,6,2034437.63,6,0,0,-1
31077,29881,4,1.29E+07,38,0,0,-1
31077,15294,6,5764239.951,17,0,0,-1
31077,17635,7,6.18E+07,191,1.31083003,0,-1
31077,26390,6,3051656.444,9,0,0,-1
31077,14912,7,1695364.691,5,0,0,-1
31077,29452,2,1356291.753,4,0,0,-1
31077,15106,6,7798677.58,23,0,0,-1
31077,45602,5,2797677.758,9,0.001243176,0,-1
31077,30009,4,1695364.691,5,0,0,-1
31077,14972,7,4068875.259,12,0,0,-1
31077,14885,6,2.14E+07,63,0,0,-1
31077,15068,7,5086094.074,15,0,0,-1
31077,15136,6,1017218.815,3,0,0,-1
31077,15140,7,4068875.259,12,0,0,-1
31077,14848,7,5086094.074,15,0,0,-1
31077,15036,7,7162281.51,22,0,0,-1
31077,29770,4,9.82E+07,305,2.668619253,0,-1
31077,17638,7,678145.8766,2,0,0,-1
31077,30329,3,1356291.753,4,0,0,-1
31077,15452,6,6.70E+07,204,4.966265943,0,-1
31077,15129,7,9154969.333,27,0,0,-1
31077,15381,6,1017218.815,3,0,0,-1
31077,29475,2,678145.8766,2,0,0,-1
31077,27278,7,5764239.951,17,0,0,-1
31077,15199,6,2712583.506,8,0,0,-1
31077,15336,6,4407948.198,13,0,0,-1
31077,29820,4,2034437.63,6,0,0,-1
31077,15361,6,1.06E+07,32,0,0,-1
31077,29269,2,1356291.753,4,0,0,-1
31077,27276,7,339072.9383,1,0,0,-1
31077,29496,2,2034437.63,6,0,0,-1
31077,14884,6,3.53E+07,109,0.588148046,0,-1
31077,15076,6,678145.8766,2,0,0,-1
31077,29522,2,1017218.815,3,0,0,-1
31077,29970,4,678145.8766,2,0,0,-1
31077,15164,6,7798677.58,23,0,0,-1
31077,30076,4,4407948.198,13,0,0,-1
31077,15377,6,6.04E+10,205373,9847.64547,1,-1
31077,29947,4,2712583.506,8,0,0,-1
31077,42239,5,2712583.506,8,0,0,-1
31077,24287,7,678145.8766,2,0,0,-1
31077,30400,3,7459604.642,22,0,0,-1
31077,29221,2,3390729.383,10,0,0,-1
31077,15034,6,2034437.63,6,0,0,-1
31077,15103,7,8.42E+07,251,0,0,-1
31077,15281,6,4407948.198,13,0,0,-1
31077,24469,6,2034437.63,6,0,0,-1
31077,30082,4,2373510.568,7,0,0,-1
31077,51487,5,339072.9383,1,0,0,-1
31077,29896,4,3051656.444,9,0,0,-1
31077,15065,6,339072.9383,1,0,0,-1
31077,15163,7,1.58E+07,47,0.63984108,0,-1
31077,29851,4,2.11E+07,63,0,0,-1
31077,14973,7,3729802.321,11,0,0,-1
31077,15119,7,3390729.383,10,0,0,-1
31077,42078,5,2712583.506,8,0,0,-1
31077,46881,5,4.74E+07,142,0.005066946,0,-1
31077,41927,5,6781458.766,20,0,0,-1
31077,30261,3,4747021.136,14,0,0,-1
31077,30168,3,1.83E+07,54,0,0,-1
31077,30074,4,2.34E+07,69,0,0,-1
31077,15123,6,2373510.568,7,0,0,-1
31077,15017,7,3051656.444,9,0,0,-1
31077,30086,4,2034437.63,6,0,0,-1
31077,15086,7,7.71E+07,231,0,0,-1
31077,42203,5,1356291.753,4,0,0,-1
31077,18569,6,5.74E+07,178,1.885376862,0,-1
31077,41601,3,678145.8766,2,0,0,-1
31077,15342,6,2.32E+07,71,0,0,-1
31077,42082,5,3390729.383,10,0,0,-1
31077,29367,2,3390729.383,10,0,0,-1
31077,15196,6,5764239.951,17,0,0,-1
31077,14952,7,4068875.259,12,0,0,-1
31077,29225,2,1695364.691,5,0,0,-1
31077,29508,2,2373510.568,7,0,0,-1
31077,42286,5,3390729.383,10,0,0,-1
31077,32737,4,4068875.259,12,0,0,-1
31077,14995,6,1356291.753,4,0,0,-1
31077,15128,6,2373510.568,7,0,0,-1
31077,14940,7,4747021.136,14,0,0,-1
31077,30471,3,1695364.691,5,0,0,-1
31077,29901,4,2034437.63,6,0,0,-1
31077,30020,4,3051656.444,9,0,0,-1
31077,30367,3,1695364.691,5,0,0,-1
31077,15077,7,2034437.63,6,0,0,-1
31077,30484,3,1695364.691,5,0,0,-1
31077,15142,7,2.01E+08,598,0,0,-1
31077,15323,6,6103312.889,18,0,0,-1
31077,29472,2,1695364.691,5,0,0,-1
31077,30296,3,5.15E+07,160,9.117966145,0,-1
31077,29365,2,9494042.272,28,0,0,-1
31077,14939,7,678145.8766,2,0,0,-1
31077,29391,2,1017218.815,3,0,0,-1
31077,20770,7,5425167.012,16,0,0,-1
31077,47853,5,1.29E+07,38,0,0,-1
31077,35042,4,678145.8766,2,0,0,-1
31077,15060,7,2034437.63,6,0,0,-1
31077,30174,3,8476823.457,25,0,0,-1
31077,29521,2,2712583.506,8,0,0,-1
31077,41968,5,1.87E+07,56,0,0,-1
31077,30405,3,4747021.136,14,0,0,-1
31077,30245,3,678145.8766,2,0,0,-1
31077,29812,4,6103312.889,18,0,0,-1
31077,42091,5,339072.9383,1,0,0,-1
31077,14959,7,3390729.383,10,0,0,-1
31077,42143,5,1695364.691,5,0,0,-1
31077,15320,6,2373510.568,7,0,0,-1
31077,29757,4,6781458.766,20,0,0,-1
31077,42260,5,1356291.753,4,0,0,-1
31077,14824,7,1356291.753,4,0,0,-1
31077,15280,6,2034437.63,6,0,0,-1
31077,15270,6,1356291.753,4,0,0,-1
31077,41983,5,3390729.383,10,0,0,-1
31077,30229,3,1.96E+09,6064,30.47438782,0,-1
31077,30036,4,1356291.753,4,0,0,-1
31077,14896,7,2712583.506,8,0,0,-1
31077,20103,7,678145.8766,2,0,0,-1
31077,15113,6,2712583.506,8,0,0,-1
31077,29907,4,4747021.136,14,0,0,-1
31077,32911,4,339072.9383,1,0,0,-1
31077,29840,4,678145.8766,2,0,0,-1
31077,21427,6,1017218.815,3,0,0,-1
31077,41980,5,5764239.951,17,0,0,-1
31077,15341,6,5807035.354,18,0,0,-1
31077,14957,7,1695364.691,5,0,0,-1
31077,30412,3,1.32E+07,39,0,0,-1
31077,29866,4,5086094.074,15,0,0,-1
31077,41062,4,1695364.691,5,0,0,-1
31077,29227,2,1356291.753,4,0,0,-1
31077,29486,2,1356291.753,4,0,0,-1
31077,29614,4,5764239.951,17,0,0,-1
31077,15026,7,8.72E+07,259,0,0,-1
31077,15126,6,4.39E+09,13903,416.628072,0,-1
31077,30191,3,3.59E+08,1087,0.104004983,0,-1
31077,15378,6,2034437.63,6,0,0,-1
31077,15171,7,7459604.642,22,0,0,-1
31077,29301,2,1695364.691,5,0,0,-1
31077,15495,6,8.60E+07,270,9.661138058,0,-1
31077,29983,4,2.58E+07,76,0,0,-1
31077,29861,4,5425167.012,16,0,0,-1
31077,30504,3,2373510.568,7,0,0,-1
31077,14880,6,3390729.383,10,0,0,-1
31077,48365,5,678145.8766,2,0,0,-1
31077,30042,4,1.15E+07,34,0,0,-1
31077,42001,5,5764239.951,17,0,0,-1
31077,54036,5,6781458.766,20,0,0,-1
31077,17498,7,5764239.951,17,0,0,-1
31077,19335,6,1229302.417,4,2.48E-04,0,-1
31077,15228,6,4747021.136,14,0,0,-1
31077,30361,3,1356291.753,4,0,0,-1
31077,41964,5,2712583.506,8,0,0,-1
31077,15051,7,8476823.457,25,0,0,-1
31077,29964,4,1695364.691,5,0,0,-1
31077,22763,7,1695364.691,5,0,0,-1
31077,30310,3,2.25E+07,67,0.058291961,0,-1
31077,15299,6,6103312.889,18,0,0,-1
31077,30282,3,1356291.753,4,0,0,-1
31077,29215,2,1017218.815,3,0,0,-1
31077,15029,6,4407948.198,13,0,0,-1
31077,14942,7,1695364.691,5,0,0,-1
31077,22544,7,2373510.568,7,0,0,-1
31077,29340,2,678145.8766,2,0,0,-1
31077,20466,7,2924667.108,9,1.25E-04,0,-1
31077,42220,5,1.46E+07,43,0,0,-1
31077,42246,5,9494042.272,28,0,0,-1
31077,50702,5,3729802.321,11,0,0,-1
31077,27269,7,1356291.753,4,0,0,-1
31077,42120,5,2.58E+07,77,0,0,-1
31077,15127,7,5764239.951,17,0,0,-1
31077,19488,7,1.22E+07,43,0.360710486,0,-1
31077,29946,4,678145.8766,2,0,0,-1
31077,29219,2,2373510.568,7,0,0,-1
31077,42242,5,5764239.951,17,0,0,-1
31077,15035,6,3390729.383,10,0,0,-1
31077,14999,7,6442385.827,19,0,0,-1
31077,51196,5,678145.8766,2,0,0,-1
31077,15114,7,1017218.815,3,0,0,-1
31077,29932,4,1695364.691,5,0,0,-1
31077,30306,3,2712583.506,8,0,0,-1
31077,29421,2,5.29E+07,156,0,0,-1
31077,30449,3,3051656.444,9,0,0,-1
31077,14946,7,2034437.63,6,0,0,-1
31077,29339,2,678145.8766,2,0,0,-1
31077,30156,3,1.84E+07,55,0,0,-1
31077,15324,6,3.33E+07,99,0.022524311,0,-1
31077,29978,4,678145.8766,2,0,0,-1
31077,23239,7,678145.8766,2,0,0,-1
31077,42085,5,5.57E+07,173,3.715203337,0,-1
31077,33782,3,1.01E+08,307,2.575607549,0,-1
31077,30267,3,678145.8766,2,0,0,-1
31077,29212,2,339072.9383,1,0,0,-1
31077,15461,6,2884930.322,10,1.844896734,0,-1
31077,17491,7,1356291.753,4,0,0,-1
31077,30087,4,339072.9383,1,0,0,-1
31077,14997,7,6442385.827,19,0,0,-1
31077,14843,7,1356291.753,4,0,0,-1
31077,30427,3,4.98E+07,149,7.26E-05,0,-1
31077,14988,6,4068875.259,12,0,0,-1
31077,15193,6,1.19E+07,35,0,0,-1
31077,30325,3,5086094.074,15,0,0,-1
31077,30364,3,5086094.074,15,0,0,-1
31077,14894,7,1.24E+07,38,1.431779414,0,-1
31077,39976,4,339072.9383,1,0,0,-1
31077,29977,4,3390729.383,10,0,0,-1
31077,29427,2,1017218.815,3,0,0,-1
31077,24993,6,678145.8766,2,0,0,-1
31077,41931,5,2034437.63,6,0,0,-1
31077,18477,6,1356291.753,4,0,0,-1
31077,27411,6,2585594.17,8,1.13E-04,0,-1
31077,29530,2,339072.9383,1,0,0,-1
31077,30351,3,4.49E+07,135,0,0,-1
31077,29986,3,339072.9383,1,0,0,-1
31077,22283,7,1695364.691,5,0,0,-1
31077,14928,7,4407948.198,13,0,0,-1
31077,30431,3,2.51E+07,74,0,0,-1
31077,30046,4,2.38E+07,71,0,0,-1
31077,29882,4,8476823.457,25,0,0,-1
31077,22028,6,4747021.136,14,0,0,-1
31077,29756,4,1017218.815,3,0,0,-1
31077,29201,2,2712583.506,8,0,0,-1
31077,29311,2,4.76E+08,1463,10.43237723,0,-1
31077,24237,6,2712583.506,8,0,0,-1
31077,42146,5,4068875.259,12,0,0,-1
31077,42130,5,1.94E+09,5964,47.32742623,0,-1
31077,30448,3,2034437.63,6,0,0,-1
31077,29825,4,2712583.506,8,0,0,-1
31077,41947,5,1.56E+07,46,0,0,-1
31077,42262,5,8137750.519,24,0,0,-1
31077,41976,5,4.32E+09,13537,220.6532389,0,-1
31077,15134,7,9154969.333,27,0,0,-1
31077,42089,5,9.68E+07,297,4.307407794,0,-1
31077,25568,7,678145.8766,2,0,0,-1
31077,29823,4,4407948.198,13,0,0,-1
31077,42076,5,2034437.63,6,0,0,-1
31077,29805,4,678145.8766,2,0,0,-1
31077,19764,7,890229.4783,3,3.17E-04,0,-1
31077,14958,7,1695364.691,5,0,0,-1
31077,42251,5,4068875.259,12,0,0,-1
31077,33788,3,1017218.815,3,0,0,-1
31077,42156,5,1017218.815,3,0,0,-1
31077,15204,6,339072.9383,1,0,0,-1
31077,15306,6,678145.8766,2,0,0,-1
31077,30297,3,3390729.383,10,0,0,-1
31077,14876,7,2373510.568,7,0,0,-1
31077,29908,4,7798677.58,23,0,0,-1
31077,14922,7,6781458.766,20,0,0,-1
31077,25025,7,1356291.753,4,0,0,-1
31077,15109,6,1017218.815,3,0,0,-1
31077,15063,7,4747021.136,14,0,0,-1
31077,22111,7,4407948.198,13,0,0,-1
31077,42221,3,3051656.444,9,0,0,-1
31077,30053,4,1017218.815,3,0,0,-1
31077,29476,2,4068875.259,12,0,0,-1
31077,18474,6,1.76E+08,532,1.726012986,0,-1
31077,30037,4,3.40E+07,103,0,0,-1
31077,15379,6,1356291.753,4,0,0,-1
31077,32910,4,1356291.753,4,0,0,-1
31077,42276,5,3051656.444,9,0,0,-1
31077,29294,2,339072.9383,1,0,0,-1
31077,15000,7,1017218.815,3,0,0,-1
31077,14993,7,5298177.676,16,0.020805405,0,-1
31077,15016,7,2.31E+07,68,0,0,-1
31077,15162,7,2.19E+08,656,4.683621019,0,-1
31077,20101,6,3136750.696,10,4.52E-04,0,-1
31077,29401,2,2712583.506,8,0,0,-1
31077,15267,6,3729802.321,11,0,0,-1
31077,30469,3,4407948.198,13,0,0,-1
31077,42071,5,6.38E+10,219649,11904.60049,1,-1
31077,29532,2,6781458.766,20,0,0,-1
31077,30049,4,3729802.321,11,0,0,-1
31077,15102,7,678145.8766,2,0,0,-1
31077,14803,7,2034437.63,6,0,0,-1
31077,15174,7,5764239.951,17,0,0,-1
31077,29507,2,6781458.766,20,0,0,-1
31077,30000,4,2712583.506,8,0,0,-1
31077,15161,7,4407948.198,13,0,0,-1
31077,29817,4,7165095.231,22,0,0,-1
31077,42266,5,339072.9383,1,0,0,-1
31077,15031,7,4747021.136,14,0,0,-1
31077,30011,4,6442385.827,19,0,0,-1
31077,15256,7,6442385.827,19,0,0,-1
31077,29996,3,1695364.691,5,0,0,-1
31077,36435,4,2712583.506,8,0,0,-1
31077,41928,5,2.11E+07,63,0,0,-1
31077,30369,3,1017218.815,3,0,0,-1
31077,22872,6,4407948.198,13,0,0,-1
31077,15419,6,8137750.519,24,0,0,-1
31077,35489,4,678145.8766,2,0,0,-1
31077,15316,6,5764239.951,17,0,0,-1
31077,15066,6,4407948.198,13,0,0,-1
31077,15173,7,1.19E+07,35,0,0,-1
31077,30421,3,2373510.568,7,0,0,-1
31077,29484,2,1356291.753,4,0,0,-1
31077,30294,3,678145.8766,2,0,0,-1
31077,29341,2,339072.9383,1,0,0,-1
31077,29285,2,339072.9383,1,0,0,-1
31077,30162,4,3.32E+07,98,0,0,-1
31077,22285,7,2373510.568,7,0,0,-1
31077,42192,5,2712583.506,8,0,0,-1
31077,42055,5,2034437.63,6,0,0,-1
31077,42201,5,678145.8766,2,0,0,-1
31077,30256,3,2.00E+07,60,0,0,-1
31077,21544,7,1356291.753,4,0,0,-1
31077,15370,6,2.12E+07,65,2.315528959,0,-1
31077,15008,7,3390729.383,10,0,0,-1
31077,38625,4,1695364.691,5,0,0,-1
31077,33784,3,8.32E+07,250,0.059561066,0,-1
31077,14874,7,6442385.827,19,0,0,-1
31077,41943,5,678145.8766,2,0,0,-1
31077,30444,3,3051656.444,9,0,0,-1
31077,29906,4,3.13E+07,95,0,0,-1
31077,15348,6,6.49E+07,193,0,0,-1
31077,15179,7,2712583.506,8,0,0,-1
31077,42254,5,6442385.827,19,0,0,-1
31077,29473,2,1695364.691,5,0,0,-1
31077,29402,2,2034437.63,6,0,0,-1
31077,14960,7,1695364.691,5,0,0,-1
31077,30467,3,1695364.691,5,0,0,-1
31077,15149,6,1017218.815,3,0,0,-1
31077,29763,4,1.60E+08,477,0,0,-1
31077,30353,3,678145.8766,2,0,0,-1
31077,15073,6,3729802.321,11,0,0,-1
31077,46996,5,2797677.771,9,5.27E-04,0,-1
31077,20209,6,2.44E+07,73,0.001556259,0,-1
31077,30402,3,8476823.457,25,0,0,-1
31077,24501,7,4068875.259,12,0,0,-1
31077,15014,7,4747021.136,14,0,0,-1
31077,30012,4,678145.8766,2,0,0,-1
31077,30249,3,1017218.815,3,0,0,-1
31077,19200,6,5.91E+07,178,0.016561958,0,-1
31077,42121,5,3051656.444,9,0,0,-1
31077,29208,2,5764239.951,17,0,0,-1
31077,30195,3,1695364.691,5,0,0,-1
31077,15112,6,4747021.136,14,0,0,-1
31077,29386,2,2712583.506,8,0,0,-1
31077,30197,3,2.19E+08,659,0.187645704,0,-1
31077,14907,7,2.22E+07,73,7.259899184,0,-1
31077,42116,5,3051656.444,9,0,0,-1
31077,30170,3,2712583.506,8,0,0,-1
31077,14870,7,1356291.753,4,0,0,-1
31077,29243,2,339072.9383,1,0,0,-1
31077,29813,4,1.87E+07,56,0,0,-1
31077,30485,3,6781458.766,20,0,0,-1
31077,15357,6,6.18E+07,185,0,0,-1
31077,29280,2,1695364.691,5,0,0,-1
31077,15038,7,3390729.383,10,0,0,-1
31077,34783,2,1017218.815,3,0,0,-1
31077,27282,7,1442010.171,5,0.516500443,0,-1
31077,14927,7,3.85E+08,1155,0,0,-1
31077,29503,2,678145.8766,2,0,0,-1
31077,42190,5,7459604.642,22,0,0,-1
31077,29290,2,339072.9383,1,0,0,-1
31077,29944,4,1017218.815,3,0,0,-1
31077,30222,3,2373510.568,7,0,0,-1
31077,42152,5,1017218.815,3,0,0,-1
31077,30266,3,1356291.753,4,0,0,-1
31077,27268,7,5425167.012,16,0,0,-1
31077,14868,7,678145.8766,2,0,0,-1
31077,29413,2,339072.9383,1,0,0,-1
31077,41963,3,678145.8766,2,0,0,-1
31077,30483,3,7.29E+10,253287,11369.09886,1,-1
31077,42015,5,2034437.63,6,0,0,-1
31077,15429,6,890238.3206,3,0.561803341,0,-1
31077,14873,7,339072.9383,1,0,0,-1
31077,15297,6,7459604.642,22,0,0,-1
31077,52641,5,3051656.444,9,0,0,-1
31077,29296,2,339072.9383,1,0,0,-1
31077,29374,2,1017218.815,3,0,0,-1
31077,29843,4,4068875.259,12,0,0,-1
31077,15157,6,678145.8766,2,0,0,-1
31077,42061,5,4068875.259,12,0,0,-1
31077,15062,6,678145.8766,2,0,0,-1
31077,29839,4,1356291.753,4,0,0,-1
31077,37772,4,4747021.136,14,0,0,-1
31077,29928,4,3729802.321,11,0,0,-1
31077,32912,4,4.54E+07,135,0.007880006,0,-1
31077,29997,3,5764239.951,17,0,0,-1
31077,46884,5,3729802.321,11,0,0,-1
31077,15394,6,678145.8766,2,0,0,-1
31077,30503,3,1017218.815,3,0,0,-1
31077,15304,6,1017218.815,3,0,0,-1
31077,41962,5,7120531.704,21,0,0,-1
31077,30114,4,1695364.691,5,0,0,-1
31077,29992,4,1017218.815,3,0,0,-1
31077,30457,3,6442385.827,19,0,0,-1
31077,15258,7,3.72E+08,1156,50.25036618,0,-1
31077,29271,2,1356291.753,4,0,0,-1
31077,29975,4,2.41E+07,73,0.004220743,0,-1
31077,15172,7,7798677.58,23,0,0,-1
31077,29205,2,2712583.506,8,0,0,-1
31077,30336,3,678145.8766,2,0,0,-1
31077,15127,6,1.99E+08,604,6.024482336,0,-1
31077,14889,6,3729802.321,11,0,0,-1
31077,42118,5,2373510.568,7,0,0,-1
31077,15055,7,1.73E+07,51,0,0,-1
31077,15350,6,6.83E+07,204,0,0,-1
31077,20606,6,8.59E+07,256,0.002015888,0,-1
31077,29920,4,5764239.951,17,0,0,-1
31077,42079,5,1017218.815,3,0,0,-1
31077,29914,4,1017218.815,3,0,0,-1
31077,29949,4,1017218.815,3,0,0,-1
31077,33810,4,3051656.444,9,0,0,-1
31077,30332,3,1017218.815,3,0,0,-1
31077,18571,6,6103312.889,18,0,0,-1
31077,21087,7,2034437.63,6,0,0,-1
31077,29383,2,1356291.753,4,0,0,-1
31077,22866,7,2712583.506,8,0,0,-1
31077,30033,4,6781458.766,20,0,0,-1
31077,29218,2,1.42E+07,42,0,0,-1
31077,29474,2,2034437.63,6,0,0,-1
31077,30305,3,5.81E+07,175,0.004506259,0,-1
31077,25235,6,3729802.321,11,0,0,-1
31077,15208,7,1356291.753,4,0,0,-1
31077,41917,5,4407948.198,13,0,0,-1
31077,29302,2,3051656.444,9,0,0,-1
31077,42012,5,3729802.321,11,0,0,-1
31077,42172,5,5.56E+08,1681,2.875028428,0,-1
31077,30055,4,2.07E+07,62,0,0,-1
31077,51488,5,1356291.753,4,0,0,-1
31077,14902,7,5425167.012,16,0,0,-1
31077,30100,4,2.49E+08,745,0.072003965,0,-1
31077,14965,7,5.37E+07,164,1.426027704,0,-1
31077,29347,2,1017218.815,3,0,0,-1
31077,27272,7,6442385.827,19,0,0,-1
31077,33458,2,1356291.753,4,0,0,-1
31077,15337,6,7459604.642,22,0,0,-1
31077,30157,3,1695364.691,5,0,0,-1
31077,29995,3,678145.8766,2,0,0,-1
31077,15088,6,5764239.951,17,0,0,-1
31077,42109,5,9580440.577,32,6.419353426,0,-1
31077,29309,2,678145.8766,2,0,0,-1
31077,29226,2,1017218.815,3,0,0,-1
31077,45348,5,1.76E+08,532,3.324484051,0,-1
31077,30461,3,3390729.383,10,0,0,-1
31077,41934,5,5425167.012,16,0,0,-1
31077,14856,7,4068875.259,12,0,0,-1
31077,42232,5,1695364.691,5,0,0,-1
31077,14841,7,4068875.259,12,0,0,-1
31077,29959,4,678145.8766,2,0,0,-1
31077,20582,6,1.42E+07,49,0.401931897,0,-1
31077,42119,5,7798677.58,23,0,0,-1
31077,29449,2,1017218.815,3,0,0,-1
31077,14934,7,678145.8766,2,0,0,-1
31077,30153,3,6103312.889,18,0,0,-1
31077,27284,7,3390729.383,10,0,0,-1
31077,42193,5,6442385.827,19,0,0,-1
31077,30215,3,7.39E+08,2227,2.339178756,0,-1
31077,14953,7,8137750.519,24,0,0,-1
31077,15069,6,2373510.568,7,0,0,-1
31077,34712,3,5425167.012,16,0,0,-1
31077,30462,3,3729802.321,11,0,0,-1
31077,42098,5,339072.9383,1,0,0,-1
31077,30077,4,4407948.198,13,0,0,-1
31077,41994,5,1017218.815,3,0,0,-1
31077,41959,5,4747021.136,14,0,0,-1
31077,30186,3,3051656.444,9,0,0,-1
31077,29491,2,4.16E+07,131,14.03644854,0,-1
31077,30340,3,1356291.753,4,0,0,-1
31077,30040,4,5086094.074,15,0,0,-1
31077,42069,5,678145.8766,2,0,0,-1
31077,30360,3,7459604.642,22,0,0,-1
31077,15152,6,678145.8766,2,0,0,-1
31077,31077,1,8.60E+10,307125,13087.57037,1,-1
31077,42189,5,2.51E+07,75,0,0,-1
31077,29831,4,4068875.259,12,0,0,-1
31077,15275,6,2373510.568,7,0,0,-1
31077,42224,5,1695364.691,5,0,0,-1
31077,14854,7,2712583.506,8,0,0,-1
31077,14903,7,1695364.691,5,0,0,-1
31077,30456,3,5.60E+08,1705,13.03691694,0,-1
31077,29834,4,3051656.444,9,0,0,-1
31077,15048,6,5764239.951,17,0,0,-1
31077,15272,6,6103312.889,18,0,0,-1
31077,15405,6,2373510.568,7,0,0,-1
31077,21437,7,1017218.815,3,0,0,-1
31077,15028,6,1356291.753,4,0,0,-1
31077,30414,3,2.58E+07,76,0,0,-1
31077,29991,4,5086094.074,15,0,0,-1
31077,29539,2,4407948.198,13,0,0,-1
31077,15167,6,678145.8766,2,0,0,-1
31077,27270,7,4407948.198,13,0,0,-1
31077,41991,5,8476823.457,25,0,0,-1
31077,29348,2,3051656.444,9,0,0,-1
31077,29925,4,3.54E+07,107,0,0,-1
31077,42070,5,4747021.136,14,0,0,-1
31077,15178,6,1695364.691,5,0,0,-1
31077,41933,5,6103312.889,18,0,0,-1
31077,15071,7,4747021.136,14,0,0,-1
31077,29961,4,3729802.321,11,0,0,-1
31077,15084,7,2.04E+07,61,0,0,-1
31077,29209,2,4747021.136,14,0,0,-1
31077,21508,6,678145.8766,2,0,0,-1
31077,15339,6,2.17E+07,64,0,0,-1
31077,41948,5,4068875.259,12,0,0,-1
31077,41970,5,3729802.321,11,0,0,-1
31077,15150,7,6442385.827,19,0,0,-1
31077,29458,2,1.56E+07,47,0,0,-1
31077,30067,4,339072.9383,1,0,0,-1
31077,14887,7,1.63E+07,48,0,0,-1
31077,30393,3,1017218.815,3,0,0,-1
31077,15255,7,5.07E+07,159,2.704665226,0,-1
31077,18508,7,3390729.383,10,0,0,-1
31077,30194,3,8476823.567,25,0,0,-1
31077,30013,4,1695364.691,5,0,0,-1
31077,15079,6,5.66E+07,167,0,0,-1
31077,42096,5,9494042.272,28,0,0,-1
31077,15333,6,5425167.012,16,0,0,-1
31077,29325,2,1356291.753,4,0,0,-1
31077,29415,2,678145.8766,2,0,0,-1
31077,15120,7,3051656.444,9,0,0,-1
31077,41974,5,1058283.712,4,0,0,-1
31077,30102,4,339072.9383,1,0,0,-1
31077,29972,4,1017218.815,3,0,0,-1
31077,15285,6,6781458.766,20,0,0,-1
31077,14887,6,4747021.136,14,0,0,-1
31077,15162,6,1017218.815,3,0,0,-1
31077,30492,3,678145.8766,2,0,0,-1
31077,30312,3,5764239.951,17,0,0,-1
31077,19137,7,5849334.202,18,4.85E-04,0,-1
31077,42211,5,1.49E+07,44,0,0,-1
31077,42117,5,2712583.506,8,0,0,-1
31077,42097,5,5.90E+08,1827,18.29466,0,-1
31077,23107,7,3051656.444,9,0,0,-1
31077,29948,4,2034437.63,6,0,0,-1
31077,30160,3,3390729.383,10,0,0,-1
31077,29312,2,2373510.678,7,0,0,-1
31077,15195,6,1017218.815,3,0,0,-1
31077,15202,7,5.66E+07,173,0,0,-1
31077,42151,5,1356291.753,4,0,0,-1
31077,15066,7,3.12E+07,93,0,0,-1
31077,42125,5,2034437.63,6,0,0,-1
31077,24092,7,3051656.444,9,0,0,-1
31077,29322,2,5086094.074,15,0,0,-1
31077,38682,3,678145.8766,2,0,0,-1
31077,30175,3,1017218.815,3,0,0,-1
31077,27281,7,5.85E+08,1820,48.11971511,0,-1
31077,41993,5,2373510.568,7,0,0,-1
31077,15098,7,339072.9383,1,0,0,-1
31077,41963,5,3.90E+07,115,0,0,-1
31077,30321,3,4068875.259,12,0,0,-1
31077,46997,5,1356291.753,4,0,0,-1
31077,42163,5,2373510.568,7,0,0,-1
31077,14904,7,7459604.642,22,0,0,-1
31077,42086,5,3729802.321,11,0,0,-1
31077,15353,6,678145.8766,2,0,0,-1
31077,42204,5,4407948.198,13,0,0,-1
31077,42155,5,6103312.889,18,0,0,-1
31077,27283,7,3222715.827,11,1.775590569,0,-1
31077,25569,7,1356291.753,4,0,0,-1
31077,42186,5,1.32E+07,39,0,0,-1
31077,15298,6,4747021.136,14,0,0,-1
31077,27271,7,1.09E+07,32,0,0,-1
31077,29395,2,40555.27881,1,0,0,-1
31077,29819,4,5086094.074,15,0,0,-1
31077,42185,5,6781458.766,20,0,0,-1
31077,14991,6,1.14E+07,37,2.023402344,0,-1
31077,29471,2,1017218.815,3,0,0,-1
